lead_id,advisor_id,market,territory,product_interest,stage,created_date,last_update
LEAD-000289,ADV-026,South Africa,Eastern Cape,Funeral,New,2025-09-16,2025-09-29
LEAD-000290,ADV-063,Namibia,Windhoek,Funeral,New,2025-01-02,2025-01-30
LEAD-000291,ADV-137,Lesotho,Maseru,Funeral,Closed Won,2024-08-31,2024-09-19
LEAD-000292,ADV-079,Lesotho,Maseru,Health,Proposal,2025-01-19,2025-01-24
LEAD-000293,ADV-139,South Africa,Gauteng,Life,New,2025-07-02,2025-07-21
LEAD-000294,ADV-010,South Africa,Gauteng,Health,Meeting,2025-04-05,2025-05-09
LEAD-000295,ADV-131,South Africa,Eastern Cape,Life,Closed Won,2025-01-31,2025-03-04
LEAD-000296,ADV-065,Botswana,Gaborone,Life,Contacted,2026-06-14,2026-06-20
LEAD-000297,ADV-018,Lesotho,Berea,Investment,Contacted,2025-12-27,2026-01-21
LEAD-000298,ADV-023,Lesotho,Berea,Health,Closed Won,2025-07-14,2025-07-19
LEAD-000299,ADV-123,Namibia,Windhoek,Investment,Meeting,2024-06-28,2024-07-14
LEAD-000300,ADV-056,Botswana,Gaborone,Life,Meeting,2025-05-19,2025-06-14
LEAD-000301,ADV-082,South Africa,Eastern Cape,Investment,Closed Won,2025-03-10,2025-04-21
LEAD-000302,ADV-065,Botswana,Gaborone,Life,Meeting,2024-09-12,2024-10-17
LEAD-000303,ADV-095,South Africa,Western Cape,Funeral,Meeting,2024-08-13,2024-09-05
LEAD-000304,ADV-101,South Africa,KwaZulu-Natal,Funeral,Meeting,2026-05-23,2026-06-20
LEAD-000305,ADV-104,Botswana,Francistown,Funeral,Proposal,2026-05-22,2026-05-26
LEAD-000306,ADV-029,Botswana,Gaborone,Health,New,2025-10-08,2025-11-06
LEAD-000307,ADV-087,South Africa,Gauteng,Funeral,Contacted,2025-11-17,2025-12-31
LEAD-000308,ADV-134,South Africa,Western Cape,Funeral,Contacted,2025-04-24,2025-05-19
LEAD-000309,ADV-157,South Africa,Eastern Cape,Funeral,New,2024-12-29,2025-02-08
LEAD-000310,ADV-087,South Africa,Gauteng,Life,Meeting,2026-03-11,2026-04-04
LEAD-000311,ADV-100,Lesotho,Maseru,Funeral,Proposal,2024-10-18,2024-10-26
LEAD-000312,ADV-025,South Africa,Gauteng,Life,Closed Lost,2026-05-01,2026-05-04
LEAD-000313,ADV-154,South Africa,Gauteng,Health,New,2026-03-12,2026-04-15
LEAD-000314,ADV-137,Lesotho,Maseru,Investment,Contacted,2025-10-24,2025-11-17
LEAD-000315,ADV-026,South Africa,Eastern Cape,Funeral,Meeting,2025-02-24,2025-03-07
LEAD-000316,ADV-023,Lesotho,Berea,Funeral,Meeting,2024-11-03,2024-12-02
LEAD-000317,ADV-159,South Africa,Gauteng,Funeral,Contacted,2025-04-11,2025-04-14
LEAD-000318,ADV-103,Lesotho,Berea,Life,Contacted,2026-03-16,2026-03-31
LEAD-000319,ADV-096,South Africa,Gauteng,Funeral,Closed Won,2025-09-30,2025-11-03
LEAD-000320,ADV-087,South Africa,Gauteng,Health,Contacted,2025-03-08,2025-04-05
LEAD-000321,ADV-081,Namibia,Windhoek,Funeral,Meeting,2025-11-29,2026-01-03
LEAD-000322,ADV-158,Botswana,Gaborone,Life,Proposal,2025-10-26,2025-12-09
LEAD-000323,ADV-140,Namibia,Swakopmund,Investment,Closed Lost,2025-08-10,2025-09-07
LEAD-000324,ADV-037,South Africa,Eastern Cape,Life,Contacted,2025-12-12,2025-12-17
LEAD-000325,ADV-039,South Africa,Gauteng,Investment,Closed Won,2024-08-19,2024-09-18
LEAD-000326,ADV-036,South Africa,KwaZulu-Natal,Life,Closed Lost,2026-04-10,2026-04-21
LEAD-000327,ADV-075,South Africa,Gauteng,Funeral,New,2024-06-20,2024-06-26
LEAD-000328,ADV-082,South Africa,Eastern Cape,Health,Closed Won,2025-05-29,2025-06-07
LEAD-000329,ADV-053,South Africa,Western Cape,Investment,Contacted,2025-11-17,2025-12-01
LEAD-000330,ADV-087,South Africa,Gauteng,Funeral,New,2025-09-12,2025-10-20
LEAD-000331,ADV-069,South Africa,KwaZulu-Natal,Funeral,Closed Won,2026-01-21,2026-02-17
LEAD-000332,ADV-123,Namibia,Windhoek,Life,Meeting,2025-10-06,2025-10-08
LEAD-000333,ADV-047,Lesotho,Maseru,Life,Contacted,2026-03-21,2026-03-27
LEAD-000334,ADV-144,South Africa,KwaZulu-Natal,Life,Closed Won,2025-09-01,2025-09-27
LEAD-000335,ADV-160,Namibia,Swakopmund,Funeral,New,2024-09-19,2024-09-25
LEAD-000336,ADV-060,South Africa,Eastern Cape,Investment,Closed Won,2024-08-30,2024-08-30
LEAD-000337,ADV-070,Lesotho,Maseru,Life,Contacted,2025-02-19,2025-03-13
LEAD-000338,ADV-041,Namibia,Swakopmund,Health,Proposal,2024-11-12,2024-12-23
LEAD-000339,ADV-142,South Africa,Western Cape,Life,New,2025-07-01,2025-08-11
LEAD-000340,ADV-018,Lesotho,Berea,Funeral,Proposal,2025-08-21,2025-09-10
LEAD-000341,ADV-093,Botswana,Francistown,Funeral,Meeting,2025-04-21,2025-05-01
LEAD-000342,ADV-114,South Africa,KwaZulu-Natal,Health,Closed Won,2025-09-03,2025-09-03
LEAD-000343,ADV-021,Namibia,Swakopmund,Funeral,Meeting,2024-11-03,2024-12-16
LEAD-000344,ADV-072,South Africa,KwaZulu-Natal,Health,Closed Won,2024-10-07,2024-10-27
LEAD-000345,ADV-043,Botswana,Gaborone,Funeral,Closed Lost,2025-06-23,2025-07-26
LEAD-000346,ADV-029,Botswana,Gaborone,Funeral,Proposal,2025-01-25,2025-02-02
LEAD-000347,ADV-056,Botswana,Gaborone,Funeral,Meeting,2024-12-25,2024-12-30
LEAD-000348,ADV-021,Namibia,Swakopmund,Life,Proposal,2026-04-02,2026-04-18
LEAD-000349,ADV-111,South Africa,Gauteng,Funeral,New,2024-10-18,2024-10-29
LEAD-000350,ADV-101,South Africa,KwaZulu-Natal,Health,New,2024-07-29,2024-09-01
LEAD-000351,ADV-078,South Africa,Western Cape,Life,Contacted,2024-10-15,2024-11-21
LEAD-000352,ADV-158,Botswana,Gaborone,Funeral,Contacted,2024-12-05,2024-12-26
LEAD-000353,ADV-025,South Africa,Gauteng,Funeral,Meeting,2026-04-21,2026-05-04
LEAD-000354,ADV-128,South Africa,Gauteng,Life,Contacted,2025-02-08,2025-03-08
LEAD-000355,ADV-122,Namibia,Swakopmund,Life,Closed Lost,2026-05-27,2026-06-17
LEAD-000356,ADV-152,South Africa,Gauteng,Funeral,Contacted,2026-04-26,2026-05-30
LEAD-000357,ADV-010,South Africa,Gauteng,Funeral,Contacted,2024-09-08,2024-09-10
LEAD-000358,ADV-087,South Africa,Gauteng,Funeral,Contacted,2024-09-25,2024-10-20
LEAD-000359,ADV-066,Botswana,Gaborone,Funeral,Closed Won,2024-12-05,2024-12-22
LEAD-000360,ADV-068,Lesotho,Berea,Funeral,Meeting,2025-08-16,2025-09-28
LEAD-000361,ADV-011,South Africa,Western Cape,Life,Contacted,2025-10-12,2025-11-08
LEAD-000362,ADV-060,South Africa,Eastern Cape,Funeral,Contacted,2025-01-05,2025-01-11
LEAD-000363,ADV-160,Namibia,Swakopmund,Life,Proposal,2025-07-28,2025-08-22
LEAD-000364,ADV-011,South Africa,Western Cape,Life,New,2024-06-23,2024-07-01
LEAD-000365,ADV-160,Namibia,Swakopmund,Life,Contacted,2025-06-19,2025-07-11
LEAD-000366,ADV-046,Lesotho,Berea,Funeral,Closed Lost,2024-10-20,2024-11-11
LEAD-000367,ADV-116,South Africa,Eastern Cape,Health,Proposal,2026-03-13,2026-04-26
LEAD-000368,ADV-133,South Africa,Gauteng,Life,Proposal,2025-12-12,2025-12-16
LEAD-000369,ADV-019,South Africa,Western Cape,Funeral,Closed Lost,2025-04-10,2025-04-12
LEAD-000370,ADV-068,Lesotho,Berea,Funeral,New,2025-02-22,2025-02-27
LEAD-000371,ADV-160,Namibia,Swakopmund,Health,New,2024-08-22,2024-09-21
LEAD-000372,ADV-033,Namibia,Windhoek,Life,Meeting,2026-01-16,2026-02-19
LEAD-000373,ADV-133,South Africa,Gauteng,Life,Meeting,2026-02-25,2026-03-23
LEAD-000374,ADV-070,Lesotho,Maseru,Funeral,Meeting,2025-04-25,2025-06-05
LEAD-000375,ADV-026,South Africa,Eastern Cape,Funeral,Meeting,2024-07-23,2024-07-25
LEAD-000376,ADV-089,South Africa,Western Cape,Funeral,Contacted,2024-08-08,2024-08-31
LEAD-000377,ADV-103,Lesotho,Berea,Life,Contacted,2025-12-18,2026-01-31
LEAD-000378,ADV-123,Namibia,Windhoek,Funeral,Closed Lost,2026-02-11,2026-02-26
LEAD-000379,ADV-112,South Africa,Gauteng,Health,Proposal,2026-04-09,2026-05-06
LEAD-000380,ADV-014,Botswana,Gaborone,Health,Meeting,2025-11-01,2025-12-14
LEAD-000381,ADV-080,South Africa,Western Cape,Life,Closed Won,2024-06-28,2024-08-07
LEAD-000382,ADV-046,Lesotho,Berea,Life,Closed Lost,2026-02-16,2026-03-18
LEAD-000383,ADV-130,Lesotho,Maseru,Health,Closed Won,2024-08-24,2024-09-13
LEAD-000384,ADV-049,Namibia,Swakopmund,Life,Proposal,2026-01-16,2026-01-31
LEAD-000385,ADV-069,South Africa,KwaZulu-Natal,Investment,Contacted,2026-02-13,2026-02-19
LEAD-000386,ADV-062,Lesotho,Berea,Life,New,2026-05-07,2026-06-07
LEAD-000387,ADV-117,Botswana,Francistown,Life,New,2026-01-19,2026-02-15
LEAD-000388,ADV-028,Namibia,Swakopmund,Funeral,Meeting,2025-04-03,2025-04-17
LEAD-000389,ADV-112,South Africa,Gauteng,Health,New,2026-05-30,2026-06-20
LEAD-000390,ADV-037,South Africa,Eastern Cape,Health,Meeting,2026-04-21,2026-04-26
LEAD-000391,ADV-114,South Africa,KwaZulu-Natal,Health,Contacted,2024-11-03,2024-12-02
LEAD-000392,ADV-010,South Africa,Gauteng,Funeral,Contacted,2025-08-17,2025-08-30
LEAD-000393,ADV-112,South Africa,Gauteng,Health,Contacted,2026-03-10,2026-04-12
LEAD-000394,ADV-052,Lesotho,Berea,Life,Contacted,2025-02-17,2025-03-15
LEAD-000395,ADV-143,South Africa,Gauteng,Health,Closed Won,2026-01-28,2026-02-21
LEAD-000396,ADV-146,South Africa,KwaZulu-Natal,Life,Closed Lost,2025-10-08,2025-10-22
LEAD-000397,ADV-079,Lesotho,Maseru,Investment,Meeting,2024-08-16,2024-09-26
LEAD-000398,ADV-036,South Africa,KwaZulu-Natal,Life,Contacted,2026-02-27,2026-03-29
LEAD-000399,ADV-063,Namibia,Windhoek,Life,Contacted,2024-07-29,2024-09-08
LEAD-000400,ADV-118,Lesotho,Maseru,Funeral,Closed Won,2025-06-03,2025-06-05
LEAD-000401,ADV-158,Botswana,Gaborone,Health,New,2025-03-06,2025-03-30
LEAD-000402,ADV-103,Lesotho,Berea,Funeral,Contacted,2024-12-03,2025-01-01
LEAD-000403,ADV-042,South Africa,Eastern Cape,Life,Contacted,2025-05-29,2025-06-25
LEAD-000404,ADV-013,South Africa,Eastern Cape,Funeral,Contacted,2024-09-17,2024-10-03
LEAD-000405,ADV-041,Namibia,Swakopmund,Health,New,2024-09-27,2024-10-13
LEAD-000406,ADV-133,South Africa,Gauteng,Health,Contacted,2024-12-12,2024-12-23
LEAD-000407,ADV-160,Namibia,Swakopmund,Funeral,Meeting,2025-01-26,2025-03-05
LEAD-000408,ADV-018,Lesotho,Berea,Life,Contacted,2026-04-06,2026-05-13
LEAD-000409,ADV-068,Lesotho,Berea,Life,Proposal,2024-12-04,2024-12-23
LEAD-000410,ADV-091,Botswana,Francistown,Life,Closed Won,2025-06-11,2025-07-03
LEAD-000411,ADV-025,South Africa,Gauteng,Life,Proposal,2024-08-18,2024-09-15
LEAD-000412,ADV-038,South Africa,Eastern Cape,Health,Meeting,2024-09-01,2024-09-14
LEAD-000413,ADV-151,South Africa,Gauteng,Health,Proposal,2026-01-20,2026-01-27
LEAD-000414,ADV-155,Lesotho,Berea,Life,Meeting,2024-12-31,2025-02-05
LEAD-000415,ADV-023,Lesotho,Berea,Funeral,Meeting,2025-08-24,2025-09-16
LEAD-000416,ADV-145,South Africa,Western Cape,Funeral,Closed Lost,2025-06-05,2025-07-04
LEAD-000417,ADV-106,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-03-26,2025-04-13
LEAD-000418,ADV-095,South Africa,Western Cape,Funeral,Closed Won,2026-03-16,2026-03-21
LEAD-000419,ADV-158,Botswana,Gaborone,Funeral,Proposal,2024-07-28,2024-08-10
LEAD-000420,ADV-130,Lesotho,Maseru,Health,Proposal,2024-10-20,2024-10-24
LEAD-000421,ADV-047,Lesotho,Maseru,Life,Closed Won,2025-11-18,2025-12-04
LEAD-000422,ADV-148,South Africa,Western Cape,Health,New,2024-12-02,2025-01-11
LEAD-000423,ADV-088,South Africa,Eastern Cape,Health,Meeting,2025-07-09,2025-07-09
LEAD-000424,ADV-011,South Africa,Western Cape,Funeral,New,2024-12-05,2024-12-28
LEAD-000425,ADV-130,Lesotho,Maseru,Funeral,Closed Lost,2024-12-29,2025-01-03
LEAD-000426,ADV-102,Botswana,Francistown,Life,Proposal,2024-12-03,2025-01-05
LEAD-000427,ADV-115,South Africa,Gauteng,Health,Contacted,2026-06-17,2026-06-20
LEAD-000428,ADV-154,South Africa,Gauteng,Life,Contacted,2025-12-09,2025-12-20
LEAD-000429,ADV-048,South Africa,KwaZulu-Natal,Funeral,New,2025-12-27,2026-02-04
LEAD-000430,ADV-072,South Africa,KwaZulu-Natal,Funeral,Proposal,2025-10-10,2025-10-19
LEAD-000431,ADV-017,Lesotho,Berea,Investment,Contacted,2025-05-27,2025-06-25
LEAD-000432,ADV-013,South Africa,Eastern Cape,Life,Closed Lost,2025-07-23,2025-08-20
LEAD-000433,ADV-149,Botswana,Francistown,Life,Proposal,2025-07-18,2025-08-16
LEAD-000434,ADV-134,South Africa,Western Cape,Funeral,Meeting,2026-02-08,2026-03-19
LEAD-000435,ADV-147,South Africa,Western Cape,Funeral,Contacted,2025-06-22,2025-07-31
LEAD-000436,ADV-037,South Africa,Eastern Cape,Funeral,Contacted,2025-10-02,2025-10-11
LEAD-000437,ADV-090,Botswana,Francistown,Life,New,2024-12-31,2025-01-11
LEAD-000438,ADV-104,Botswana,Francistown,Funeral,Meeting,2026-02-04,2026-02-09
LEAD-000439,ADV-146,South Africa,KwaZulu-Natal,Funeral,New,2024-12-30,2025-02-09
LEAD-000440,ADV-132,Botswana,Francistown,Funeral,New,2025-03-21,2025-03-27
LEAD-000441,ADV-112,South Africa,Gauteng,Health,Meeting,2026-01-02,2026-01-18
LEAD-000442,ADV-062,Lesotho,Berea,Investment,Closed Won,2024-08-23,2024-09-07
LEAD-000443,ADV-110,South Africa,KwaZulu-Natal,Funeral,New,2024-11-19,2024-12-03
LEAD-000444,ADV-001,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-10-10,2024-11-17
LEAD-000445,ADV-127,South Africa,Eastern Cape,Life,Closed Won,2026-04-11,2026-04-18
LEAD-000446,ADV-066,Botswana,Gaborone,Funeral,New,2025-05-08,2025-05-22
LEAD-000447,ADV-062,Lesotho,Berea,Life,Contacted,2025-08-24,2025-09-12
LEAD-000448,ADV-072,South Africa,KwaZulu-Natal,Life,Closed Lost,2025-11-12,2025-12-02
LEAD-000449,ADV-104,Botswana,Francistown,Health,Contacted,2025-11-11,2025-11-23
LEAD-000450,ADV-020,South Africa,Eastern Cape,Funeral,Contacted,2024-06-22,2024-07-23
LEAD-000451,ADV-137,Lesotho,Maseru,Health,Meeting,2025-05-15,2025-05-18
LEAD-000452,ADV-146,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-07-10,2024-07-25
LEAD-000453,ADV-125,Lesotho,Berea,Funeral,Closed Won,2026-04-24,2026-05-26
LEAD-000454,ADV-135,Botswana,Gaborone,Investment,Proposal,2025-05-11,2025-06-22
LEAD-000455,ADV-106,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-11-15,2024-12-01
LEAD-000456,ADV-097,Lesotho,Maseru,Health,New,2026-02-23,2026-03-14
LEAD-000457,ADV-079,Lesotho,Maseru,Funeral,Closed Lost,2024-08-23,2024-08-28
LEAD-000458,ADV-040,South Africa,Eastern Cape,Life,New,2024-07-13,2024-07-20
LEAD-000459,ADV-032,South Africa,KwaZulu-Natal,Health,Meeting,2025-08-14,2025-09-22
LEAD-000460,ADV-126,South Africa,Western Cape,Funeral,Contacted,2025-07-15,2025-07-29
LEAD-000461,ADV-054,South Africa,Western Cape,Life,Closed Won,2025-01-18,2025-03-03
LEAD-000462,ADV-068,Lesotho,Berea,Life,Contacted,2025-01-28,2025-02-23
LEAD-000463,ADV-117,Botswana,Francistown,Life,Proposal,2025-10-19,2025-10-26
LEAD-000464,ADV-137,Lesotho,Maseru,Health,Closed Won,2024-09-13,2024-10-26
LEAD-000465,ADV-134,South Africa,Western Cape,Life,Contacted,2025-01-17,2025-02-12
LEAD-000466,ADV-078,South Africa,Western Cape,Funeral,Contacted,2024-07-27,2024-08-02
LEAD-000467,ADV-043,Botswana,Gaborone,Funeral,Meeting,2026-04-05,2026-04-25
LEAD-000468,ADV-153,South Africa,KwaZulu-Natal,Funeral,Proposal,2026-05-31,2026-06-20
LEAD-000469,ADV-091,Botswana,Francistown,Health,New,2025-01-17,2025-02-07
LEAD-000470,ADV-079,Lesotho,Maseru,Funeral,Contacted,2026-01-13,2026-02-24
LEAD-000471,ADV-085,Namibia,Swakopmund,Life,Contacted,2025-02-07,2025-02-12
LEAD-000472,ADV-050,South Africa,Western Cape,Life,New,2025-06-16,2025-07-18
LEAD-000473,ADV-006,South Africa,Gauteng,Funeral,New,2024-11-26,2024-12-11
LEAD-000474,ADV-064,South Africa,KwaZulu-Natal,Funeral,Closed Won,2024-12-16,2024-12-16
LEAD-000475,ADV-155,Lesotho,Berea,Funeral,Contacted,2025-04-22,2025-05-24
LEAD-000476,ADV-098,South Africa,Gauteng,Investment,Closed Lost,2026-04-17,2026-05-11
LEAD-000477,ADV-054,South Africa,Western Cape,Health,Closed Won,2026-01-15,2026-02-24
LEAD-000478,ADV-144,South Africa,KwaZulu-Natal,Life,Proposal,2025-07-07,2025-07-08
LEAD-000479,ADV-097,Lesotho,Maseru,Life,New,2024-11-04,2024-11-16
LEAD-000480,ADV-071,Botswana,Gaborone,Health,Proposal,2024-10-13,2024-11-06
LEAD-000481,ADV-158,Botswana,Gaborone,Life,Contacted,2025-02-16,2025-03-19
LEAD-000482,ADV-050,South Africa,Western Cape,Funeral,Meeting,2025-04-15,2025-05-09
LEAD-000483,ADV-108,Lesotho,Berea,Investment,Proposal,2025-02-27,2025-03-17
LEAD-000484,ADV-066,Botswana,Gaborone,Life,Meeting,2024-06-24,2024-08-06
LEAD-000485,ADV-006,South Africa,Gauteng,Funeral,Contacted,2025-10-06,2025-10-23
LEAD-000486,ADV-159,South Africa,Gauteng,Funeral,Contacted,2025-07-03,2025-08-13
LEAD-000487,ADV-147,South Africa,Western Cape,Funeral,Closed Won,2025-03-01,2025-03-11
LEAD-000488,ADV-153,South Africa,KwaZulu-Natal,Funeral,Closed Won,2024-08-12,2024-09-08
LEAD-000489,ADV-034,South Africa,KwaZulu-Natal,Health,Closed Lost,2025-01-10,2025-01-11
LEAD-000490,ADV-134,South Africa,Western Cape,Health,New,2024-08-13,2024-09-07
LEAD-000491,ADV-060,South Africa,Eastern Cape,Funeral,Proposal,2026-02-09,2026-02-10
LEAD-000492,ADV-117,Botswana,Francistown,Funeral,Contacted,2025-04-18,2025-04-28
LEAD-000493,ADV-061,Lesotho,Berea,Funeral,Meeting,2025-01-26,2025-01-28
LEAD-000494,ADV-095,South Africa,Western Cape,Life,New,2026-06-09,2026-06-20
LEAD-000495,ADV-030,Botswana,Francistown,Life,Meeting,2025-10-11,2025-10-18
LEAD-000496,ADV-024,South Africa,Western Cape,Funeral,Contacted,2026-03-26,2026-04-13
LEAD-000497,ADV-059,South Africa,Eastern Cape,Funeral,Closed Won,2024-08-01,2024-09-04
LEAD-000498,ADV-057,Lesotho,Berea,Health,Contacted,2025-10-09,2025-11-16
LEAD-000499,ADV-015,Botswana,Francistown,Funeral,New,2025-04-21,2025-05-08
LEAD-000500,ADV-159,South Africa,Gauteng,Funeral,New,2025-10-08,2025-11-05
LEAD-000501,ADV-032,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-09-09,2024-09-17
LEAD-000502,ADV-091,Botswana,Francistown,Life,Meeting,2025-03-30,2025-05-08
LEAD-000503,ADV-103,Lesotho,Berea,Life,Contacted,2026-05-04,2026-05-24
LEAD-000504,ADV-002,South Africa,KwaZulu-Natal,Life,Proposal,2024-08-07,2024-09-05
LEAD-000505,ADV-125,Lesotho,Berea,Investment,New,2025-07-01,2025-07-02
LEAD-000506,ADV-005,South Africa,Gauteng,Funeral,Contacted,2025-03-07,2025-03-22
LEAD-000507,ADV-111,South Africa,Gauteng,Life,Contacted,2025-11-22,2025-11-27
LEAD-000508,ADV-005,South Africa,Gauteng,Funeral,Meeting,2025-07-13,2025-08-04
LEAD-000509,ADV-041,Namibia,Swakopmund,Life,Closed Won,2024-12-24,2025-01-23
LEAD-000510,ADV-080,South Africa,Western Cape,Life,Closed Won,2024-11-04,2024-11-17
LEAD-000511,ADV-089,South Africa,Western Cape,Investment,Contacted,2026-01-12,2026-01-23
LEAD-000512,ADV-018,Lesotho,Berea,Health,Meeting,2024-07-12,2024-08-08
LEAD-000513,ADV-039,South Africa,Gauteng,Funeral,Closed Won,2025-06-19,2025-08-02
LEAD-000514,ADV-054,South Africa,Western Cape,Life,Meeting,2026-02-26,2026-04-06
LEAD-000515,ADV-017,Lesotho,Berea,Funeral,New,2025-05-17,2025-06-17
LEAD-000516,ADV-123,Namibia,Windhoek,Health,New,2026-05-31,2026-06-18
LEAD-000517,ADV-041,Namibia,Swakopmund,Funeral,Meeting,2026-04-20,2026-05-14
LEAD-000518,ADV-016,South Africa,Western Cape,Health,Closed Won,2024-06-20,2024-07-12
LEAD-000519,ADV-097,Lesotho,Maseru,Life,Meeting,2025-12-13,2026-01-26
LEAD-000520,ADV-157,South Africa,Eastern Cape,Funeral,Closed Won,2024-10-13,2024-11-17
LEAD-000521,ADV-157,South Africa,Eastern Cape,Life,New,2025-07-19,2025-08-23
LEAD-000522,ADV-135,Botswana,Gaborone,Funeral,Meeting,2025-02-09,2025-02-28
LEAD-000523,ADV-003,South Africa,Gauteng,Funeral,Contacted,2026-05-01,2026-05-14
LEAD-000524,ADV-008,South Africa,Gauteng,Funeral,Closed Lost,2025-05-15,2025-06-09
LEAD-000525,ADV-152,South Africa,Gauteng,Funeral,Meeting,2025-11-06,2025-11-10
LEAD-000526,ADV-066,Botswana,Gaborone,Funeral,Contacted,2025-09-15,2025-10-07
LEAD-000527,ADV-044,Namibia,Swakopmund,Life,Contacted,2025-07-10,2025-07-10
LEAD-000528,ADV-014,Botswana,Gaborone,Funeral,Contacted,2024-08-01,2024-08-19
LEAD-000529,ADV-118,Lesotho,Maseru,Investment,Meeting,2024-08-20,2024-08-30
LEAD-000530,ADV-026,South Africa,Eastern Cape,Funeral,Meeting,2024-07-16,2024-08-29
LEAD-000531,ADV-074,South Africa,Eastern Cape,Life,New,2024-07-31,2024-09-10
LEAD-000532,ADV-146,South Africa,KwaZulu-Natal,Funeral,New,2026-01-31,2026-02-25
LEAD-000533,ADV-156,South Africa,Western Cape,Funeral,Closed Lost,2025-03-09,2025-03-15
LEAD-000534,ADV-134,South Africa,Western Cape,Investment,Proposal,2026-02-19,2026-03-02
LEAD-000535,ADV-055,South Africa,KwaZulu-Natal,Funeral,Closed Won,2024-07-02,2024-07-30
LEAD-000536,ADV-105,South Africa,Western Cape,Life,Closed Won,2025-07-29,2025-09-08
LEAD-000537,ADV-080,South Africa,Western Cape,Life,Contacted,2025-03-20,2025-04-11
LEAD-000538,ADV-132,Botswana,Francistown,Health,Closed Won,2024-08-12,2024-09-25
LEAD-000539,ADV-086,South Africa,KwaZulu-Natal,Investment,Meeting,2024-06-26,2024-06-27
LEAD-000540,ADV-019,South Africa,Western Cape,Investment,Closed Lost,2026-02-01,2026-02-16
LEAD-000541,ADV-111,South Africa,Gauteng,Funeral,Proposal,2025-06-05,2025-06-13
LEAD-000542,ADV-054,South Africa,Western Cape,Funeral,New,2026-05-09,2026-05-31
LEAD-000543,ADV-115,South Africa,Gauteng,Life,Meeting,2025-03-14,2025-04-20
LEAD-000544,ADV-087,South Africa,Gauteng,Investment,Closed Won,2024-06-25,2024-07-17
LEAD-000545,ADV-007,Lesotho,Maseru,Life,New,2026-01-19,2026-01-27
LEAD-000546,ADV-054,South Africa,Western Cape,Life,Proposal,2024-12-25,2025-01-20
LEAD-000547,ADV-119,South Africa,Eastern Cape,Investment,Contacted,2024-08-28,2024-09-01
LEAD-000548,ADV-082,South Africa,Eastern Cape,Funeral,Contacted,2024-10-30,2024-11-29
LEAD-000549,ADV-110,South Africa,KwaZulu-Natal,Health,New,2025-12-19,2025-12-19
LEAD-000550,ADV-078,South Africa,Western Cape,Health,Contacted,2026-02-15,2026-03-04
LEAD-000551,ADV-048,South Africa,KwaZulu-Natal,Funeral,Closed Won,2026-04-07,2026-04-26
LEAD-000552,ADV-066,Botswana,Gaborone,Funeral,Closed Lost,2026-03-23,2026-04-21
LEAD-000553,ADV-093,Botswana,Francistown,Health,Contacted,2024-08-05,2024-08-05
LEAD-000554,ADV-056,Botswana,Gaborone,Funeral,Closed Won,2026-01-10,2026-02-02
LEAD-000555,ADV-088,South Africa,Eastern Cape,Life,Closed Lost,2026-06-08,2026-06-20
LEAD-000556,ADV-073,South Africa,KwaZulu-Natal,Health,Closed Lost,2024-07-17,2024-08-10
LEAD-000557,ADV-064,South Africa,KwaZulu-Natal,Investment,Meeting,2025-10-10,2025-11-18
LEAD-000558,ADV-085,Namibia,Swakopmund,Life,Proposal,2024-11-19,2024-12-21
LEAD-000559,ADV-018,Lesotho,Berea,Funeral,Closed Won,2025-07-08,2025-08-13
LEAD-000560,ADV-033,Namibia,Windhoek,Funeral,Closed Lost,2025-11-17,2025-12-18
LEAD-000561,ADV-158,Botswana,Gaborone,Life,Meeting,2024-09-23,2024-11-01
LEAD-000562,ADV-111,South Africa,Gauteng,Funeral,Closed Won,2025-02-05,2025-02-27
LEAD-000563,ADV-146,South Africa,KwaZulu-Natal,Investment,New,2025-05-27,2025-05-30
LEAD-000564,ADV-103,Lesotho,Berea,Funeral,Contacted,2025-11-23,2025-12-26
LEAD-000565,ADV-095,South Africa,Western Cape,Life,Contacted,2025-10-13,2025-10-19
LEAD-000566,ADV-086,South Africa,KwaZulu-Natal,Funeral,Closed Lost,2025-08-30,2025-10-01
LEAD-000567,ADV-129,Lesotho,Maseru,Health,Contacted,2025-11-29,2025-11-29
LEAD-000568,ADV-128,South Africa,Gauteng,Funeral,Closed Won,2024-10-31,2024-11-23
