policy_id,market,product_type,channel,advisor_id,issue_date,premium
POL-000964,Botswana,Funeral,Bancassurance,ADV-069,2025-03-17,421.42
POL-000965,South Africa,Health,Tied Advisor,ADV-085,2025-01-12,998.69
POL-000968,South Africa,Funeral,Direct Digital,ADV-005,2025-03-13,500.5
POL-000969,South Africa,Funeral,Bancassurance,ADV-005,2025-05-31,65.59
POL-000971,Lesotho,Funeral,Tied Advisor,ADV-100,2025-07-23,66.65
POL-000977,South Africa,Life,Tied Advisor,ADV-036,2024-12-09,63.71
POL-000978,South Africa,Health,Tied Advisor,ADV-109,2024-09-27,65.97
POL-000981,South Africa,Health,Tied Advisor,ADV-041,2026-01-16,68.91
POL-000982,South Africa,Life,Direct Digital,ADV-078,2025-11-19,67.36
POL-000985,Namibia,Life,Independent Broker,ADV-091,2025-06-27,239.08
POL-000986,Namibia,Life,Independent Broker,ADV-058,2024-11-20,263.5
POL-000989,South Africa,Funeral,Independent Broker,ADV-141,2025-02-03,134.0
POL-000991,South Africa,Health,Direct Digital,ADV-046,2026-06-13,59.74
POL-000994,South Africa,Health,Direct Digital,ADV-130,2026-03-29,77.6
POL-000995,Namibia,Funeral,Tied Advisor,ADV-066,2026-06-13,148.85
POL-000996,South Africa,Life,Tied Advisor,ADV-139,2026-03-10,423.14
POL-000997,Namibia,Investment,Tied Advisor,ADV-076,2024-12-16,1224.99
POL-001007,South Africa,Health,Bancassurance,ADV-085,2025-02-12,207.28
POL-001008,South Africa,Funeral,Tied Advisor,ADV-070,2026-02-11,64.52
POL-001010,Lesotho,Investment,Bancassurance,ADV-072,2024-08-18,62.28
POL-001014,South Africa,Life,Tied Advisor,ADV-008,2026-06-06,504.96
POL-001016,Namibia,Life,Tied Advisor,ADV-050,2024-12-08,255.26
POL-001017,South Africa,Life,Tied Advisor,ADV-012,2024-08-02,145.31
POL-001020,Lesotho,Life,Independent Broker,ADV-136,2025-06-18,83.31
POL-001021,South Africa,Funeral,Independent Broker,ADV-112,2025-06-11,410.99
POL-001025,South Africa,Investment,Direct Digital,ADV-026,2025-06-03,72.01
POL-001032,Botswana,Funeral,Direct Digital,ADV-111,2025-06-25,202.54
POL-001033,South Africa,Life,Independent Broker,ADV-047,2024-12-03,69.09
POL-001038,Lesotho,Investment,Tied Advisor,ADV-007,2026-04-22,140.93
POL-001039,South Africa,Investment,Direct Digital,ADV-116,2026-03-20,1986.01
POL-001040,South Africa,Health,Bancassurance,ADV-106,2026-06-10,2142.14
POL-001042,South Africa,Investment,Tied Advisor,ADV-156,2025-06-03,459.31
POL-001043,Lesotho,Life,Bancassurance,ADV-023,2025-02-22,424.41
POL-001044,Lesotho,Health,Bancassurance,ADV-079,2025-06-17,441.02
POL-001046,South Africa,Life,Bancassurance,ADV-129,2026-03-11,2214.2
POL-001047,Namibia,Life,Tied Advisor,ADV-017,2026-02-27,393.63
POL-001048,Lesotho,Funeral,Bancassurance,ADV-088,2025-06-13,240.83
POL-001053,South Africa,Life,Tied Advisor,ADV-067,2026-04-10,458.37
POL-001057,South Africa,Funeral,Bancassurance,ADV-018,2024-11-06,1047.78
POL-001067,Lesotho,Life,Tied Advisor,ADV-071,2026-01-19,73.64
POL-001069,South Africa,Funeral,Tied Advisor,ADV-105,2025-09-06,216.29
POL-001070,Namibia,Investment,Tied Advisor,ADV-105,2024-07-08,276.33
POL-001071,South Africa,Investment,Direct Digital,ADV-068,2024-09-22,159.71
POL-001073,South Africa,Funeral,Bancassurance,ADV-005,2026-04-19,131.29
POL-001078,Lesotho,Funeral,Tied Advisor,ADV-068,2024-11-13,135.63
POL-001079,Namibia,Funeral,Tied Advisor,ADV-132,2026-02-24,61.98
POL-001080,Botswana,Funeral,Independent Broker,ADV-059,2025-09-26,63.64
POL-001083,South Africa,Life,Tied Advisor,ADV-014,2026-03-25,68.01
POL-001084,Botswana,Life,Independent Broker,ADV-116,2025-07-26,386.11
POL-001086,Namibia,Funeral,Independent Broker,ADV-160,2025-09-22,246.43
POL-001087,Lesotho,Health,Tied Advisor,ADV-016,2025-04-10,1037.81
POL-001088,South Africa,Funeral,Independent Broker,ADV-085,2026-04-16,164.52
POL-001090,Lesotho,Life,Independent Broker,ADV-065,2025-08-09,134.26
POL-001095,Lesotho,Funeral,Bancassurance,ADV-125,2024-12-13,136.98
POL-001099,Lesotho,Life,Bancassurance,ADV-146,2026-01-24,122.39
POL-001102,South Africa,Health,Independent Broker,ADV-066,2026-03-30,79.96
POL-001103,Namibia,Life,Independent Broker,ADV-092,2024-11-27,121.48
POL-001107,South Africa,Funeral,Independent Broker,ADV-113,2025-05-09,72.59
POL-001108,Lesotho,Life,Tied Advisor,ADV-111,2026-06-16,524.36
POL-001109,South Africa,Health,Bancassurance,ADV-038,2025-09-02,71.37
POL-001119,Lesotho,Funeral,Independent Broker,ADV-100,2026-03-29,159.89
POL-001125,South Africa,Investment,Independent Broker,ADV-003,2024-10-26,60.13
POL-001126,Lesotho,Funeral,Direct Digital,ADV-106,2024-11-23,157.19
POL-001131,South Africa,Funeral,Independent Broker,ADV-076,2026-04-25,125.45
POL-001134,South Africa,Health,Tied Advisor,ADV-085,2025-06-15,122.96
POL-001135,South Africa,Funeral,Tied Advisor,ADV-109,2026-03-17,77.68
POL-001136,Lesotho,Life,Bancassurance,ADV-072,2024-08-08,272.9
POL-001139,South Africa,Funeral,Independent Broker,ADV-066,2025-09-08,1358.5
POL-001140,Lesotho,Health,Direct Digital,ADV-107,2024-06-22,529.71
POL-001144,South Africa,Health,Tied Advisor,ADV-059,2025-08-06,115.61
POL-001146,South Africa,Investment,Independent Broker,ADV-127,2026-05-21,555.1
POL-001153,Lesotho,Life,Direct Digital,ADV-126,2025-06-17,195.57
POL-001154,South Africa,Life,Independent Broker,ADV-075,2025-03-19,79.64
POL-001160,Botswana,Funeral,Independent Broker,ADV-047,2025-10-02,77.38
POL-001163,South Africa,Health,Bancassurance,ADV-131,2024-08-05,483.79
POL-001164,South Africa,Life,Independent Broker,ADV-062,2025-08-27,134.39
POL-001165,South Africa,Funeral,Tied Advisor,ADV-006,2025-07-21,116.41
POL-001168,Namibia,Health,Bancassurance,ADV-036,2026-01-21,154.51
POL-001169,Lesotho,Funeral,Independent Broker,ADV-095,2025-07-04,2277.59
POL-001170,Botswana,Funeral,Tied Advisor,ADV-100,2025-06-04,123.59
POL-001173,South Africa,Life,Bancassurance,ADV-135,2025-08-17,193.03
POL-001175,South Africa,Investment,Independent Broker,ADV-061,2025-01-20,206.81
POL-001177,South Africa,Life,Bancassurance,ADV-007,2025-02-09,1226.64
POL-001178,Lesotho,Health,Tied Advisor,ADV-090,2024-10-26,158.97
POL-001182,South Africa,Health,Tied Advisor,ADV-128,2026-02-17,1164.85
POL-001183,South Africa,Investment,Independent Broker,ADV-109,2026-02-24,217.31
POL-001184,Lesotho,Health,Tied Advisor,ADV-040,2025-04-12,68.0
POL-001186,South Africa,Investment,Tied Advisor,ADV-090,2026-03-23,74.66
POL-001187,South Africa,Funeral,Direct Digital,ADV-080,2025-01-19,139.83
POL-001189,Botswana,Health,Direct Digital,ADV-023,2025-01-08,59.48
POL-001193,South Africa,Health,Independent Broker,ADV-088,2024-09-06,61.5
POL-001195,Botswana,Health,Bancassurance,ADV-102,2026-01-30,136.75
POL-001200,South Africa,Life,Tied Advisor,ADV-153,2024-10-26,230.44
POL-001201,Botswana,Investment,Tied Advisor,ADV-072,2026-03-12,62.1
POL-001205,South Africa,Funeral,Tied Advisor,ADV-052,2025-07-04,59.77
POL-001208,Botswana,Funeral,Tied Advisor,ADV-011,2024-12-26,1973.56
POL-001210,Lesotho,Life,Bancassurance,ADV-115,2025-05-10,69.11
POL-001215,South Africa,Life,Tied Advisor,ADV-008,2024-08-03,60.78
POL-001218,Namibia,Health,Direct Digital,ADV-154,2024-08-05,58.85
POL-001219,South Africa,Funeral,Tied Advisor,ADV-019,2025-08-25,74.41
POL-001221,Botswana,Health,Independent Broker,ADV-138,2026-04-30,122.52
POL-001223,South Africa,Health,Tied Advisor,ADV-108,2026-05-11,63.08
POL-001224,Namibia,Life,Independent Broker,ADV-086,2026-02-04,405.79
POL-001232,Namibia,Funeral,Tied Advisor,ADV-127,2025-12-04,2264.68
POL-001233,Botswana,Funeral,Bancassurance,ADV-070,2025-10-18,140.59
POL-001235,South Africa,Life,Independent Broker,ADV-040,2025-09-21,59.84
POL-001236,Namibia,Funeral,Bancassurance,ADV-045,2026-04-01,121.89
POL-001237,Lesotho,Health,Direct Digital,ADV-119,2026-01-25,2107.9
POL-001238,Lesotho,Life,Tied Advisor,ADV-123,2025-08-10,2458.38
POL-001240,South Africa,Health,Tied Advisor,ADV-155,2025-03-29,401.77
POL-001241,Botswana,Life,Direct Digital,ADV-110,2026-01-22,117.27
POL-001245,Botswana,Investment,Independent Broker,ADV-105,2025-08-01,242.5
POL-001246,South Africa,Health,Independent Broker,ADV-026,2025-07-26,240.3
POL-001248,Namibia,Life,Tied Advisor,ADV-155,2026-05-20,58.87
POL-001250,Namibia,Health,Bancassurance,ADV-087,2025-11-09,2354.61
POL-001251,South Africa,Funeral,Direct Digital,ADV-001,2025-10-26,129.79
POL-001252,South Africa,Funeral,Tied Advisor,ADV-007,2026-03-17,73.93
POL-001254,Botswana,Health,Independent Broker,ADV-014,2024-09-04,209.74
POL-001257,South Africa,Funeral,Independent Broker,ADV-154,2026-04-08,224.41
POL-001259,South Africa,Funeral,Tied Advisor,ADV-075,2025-04-24,247.23
POL-001263,Botswana,Life,Independent Broker,ADV-039,2024-10-29,230.03
POL-001267,South Africa,Funeral,Independent Broker,ADV-138,2025-07-28,209.49
POL-001271,Botswana,Funeral,Tied Advisor,ADV-062,2025-12-31,497.47
POL-001272,Namibia,Health,Tied Advisor,ADV-005,2024-10-18,61.29
POL-001274,South Africa,Funeral,Tied Advisor,ADV-124,2024-07-14,443.49
POL-001278,South Africa,Funeral,Independent Broker,ADV-135,2025-03-18,227.43
POL-001281,Namibia,Life,Bancassurance,ADV-158,2025-11-09,71.24
POL-001285,South Africa,Funeral,Independent Broker,ADV-008,2025-07-07,220.82
POL-001290,South Africa,Life,Tied Advisor,ADV-121,2025-03-20,63.2
POL-001294,South Africa,Health,Tied Advisor,ADV-008,2025-09-27,206.01
POL-001297,South Africa,Life,Independent Broker,ADV-135,2026-02-07,246.02
POL-001300,South Africa,Life,Tied Advisor,ADV-094,2025-11-02,135.11
POL-001302,Lesotho,Life,Tied Advisor,ADV-065,2025-02-26,520.36
POL-001303,Botswana,Funeral,Independent Broker,ADV-064,2025-12-30,65.57
POL-001305,South Africa,Life,Tied Advisor,ADV-065,2026-01-15,144.04
POL-001306,Botswana,Health,Tied Advisor,ADV-059,2024-07-31,276.72
POL-001310,Botswana,Funeral,Direct Digital,ADV-124,2024-12-17,75.48
POL-001311,South Africa,Investment,Tied Advisor,ADV-081,2024-11-15,75.72
POL-001312,South Africa,Funeral,Bancassurance,ADV-057,2024-07-11,1111.26
POL-001318,South Africa,Investment,Tied Advisor,ADV-069,2026-04-28,68.92
POL-001319,South Africa,Life,Independent Broker,ADV-113,2025-05-14,408.57
POL-001322,Botswana,Life,Independent Broker,ADV-003,2025-12-11,63.95
POL-001330,Botswana,Health,Tied Advisor,ADV-099,2024-08-05,2656.9
POL-001333,South Africa,Health,Tied Advisor,ADV-125,2025-08-12,228.33
POL-001335,South Africa,Health,Independent Broker,ADV-015,2026-05-19,68.6
POL-001338,South Africa,Funeral,Bancassurance,ADV-119,2024-12-20,435.12
POL-001345,South Africa,Funeral,Tied Advisor,ADV-075,2025-04-22,67.37
POL-001349,South Africa,Funeral,Independent Broker,ADV-021,2026-03-05,197.47
POL-001351,Namibia,Life,Tied Advisor,ADV-121,2025-05-09,144.5
POL-001352,Namibia,Health,Independent Broker,ADV-106,2025-04-09,77.59
POL-001354,South Africa,Funeral,Independent Broker,ADV-035,2026-05-21,1289.86
POL-001355,South Africa,Health,Tied Advisor,ADV-151,2026-05-26,230.97
POL-001359,Lesotho,Funeral,Bancassurance,ADV-149,2026-06-17,204.79
POL-001360,South Africa,Life,Direct Digital,ADV-057,2026-04-15,133.77
POL-001363,Lesotho,Funeral,Direct Digital,ADV-016,2025-07-24,137.64
POL-001365,Lesotho,Funeral,Direct Digital,ADV-021,2025-02-13,83.1
POL-001366,South Africa,Funeral,Bancassurance,ADV-107,2024-10-12,139.11
POL-001369,South Africa,Life,Tied Advisor,ADV-075,2026-02-17,64.11
POL-001372,South Africa,Investment,Bancassurance,ADV-152,2025-12-20,409.74
POL-001376,South Africa,Life,Direct Digital,ADV-083,2024-10-19,62.29
POL-001379,Botswana,Funeral,Independent Broker,ADV-144,2025-07-26,68.1
POL-001381,South Africa,Funeral,Tied Advisor,ADV-128,2026-05-22,2310.92
POL-001382,South Africa,Health,Tied Advisor,ADV-048,2025-12-03,203.37
POL-001384,Namibia,Funeral,Independent Broker,ADV-153,2026-01-20,520.27
POL-001385,South Africa,Health,Bancassurance,ADV-142,2025-01-15,69.74
POL-001386,South Africa,Life,Independent Broker,ADV-078,2025-07-02,1039.89
POL-001390,South Africa,Life,Tied Advisor,ADV-061,2025-07-23,213.69
POL-001393,South Africa,Funeral,Independent Broker,ADV-129,2025-07-27,140.48
POL-001396,Botswana,Health,Independent Broker,ADV-074,2024-11-04,963.1
POL-001397,South Africa,Funeral,Direct Digital,ADV-083,2024-11-20,63.79
POL-001399,South Africa,Funeral,Tied Advisor,ADV-130,2024-07-09,80.87
POL-001402,South Africa,Funeral,Tied Advisor,ADV-152,2025-03-05,128.39
POL-001404,Botswana,Funeral,Direct Digital,ADV-053,2025-12-10,258.61
POL-001407,Lesotho,Life,Bancassurance,ADV-131,2025-08-10,1201.59
POL-001409,South Africa,Life,Tied Advisor,ADV-151,2026-05-27,65.82
POL-001410,South Africa,Life,Direct Digital,ADV-022,2024-08-13,81.9
POL-001415,South Africa,Funeral,Tied Advisor,ADV-079,2025-08-19,405.28
POL-001419,Namibia,Health,Tied Advisor,ADV-010,2024-07-08,1033.02
POL-001422,South Africa,Health,Bancassurance,ADV-003,2026-04-15,456.58
POL-001424,South Africa,Funeral,Independent Broker,ADV-023,2025-08-10,66.72
POL-001429,Namibia,Life,Bancassurance,ADV-086,2024-11-12,66.06
POL-001430,South Africa,Funeral,Independent Broker,ADV-098,2024-10-30,66.67
POL-001434,South Africa,Funeral,Bancassurance,ADV-096,2025-05-11,265.53
POL-001437,South Africa,Life,Bancassurance,ADV-154,2026-03-07,219.6
POL-001438,South Africa,Funeral,Tied Advisor,ADV-045,2024-10-22,198.31
POL-001439,Lesotho,Health,Bancassurance,ADV-105,2025-09-09,2182.65
POL-001442,Lesotho,Investment,Bancassurance,ADV-098,2025-08-19,535.23
POL-001444,Botswana,Funeral,Tied Advisor,ADV-156,2025-05-13,445.11
POL-001445,South Africa,Health,Independent Broker,ADV-013,2025-09-05,79.37
POL-001448,Lesotho,Life,Bancassurance,ADV-143,2026-04-14,234.22
POL-001454,South Africa,Funeral,Direct Digital,ADV-110,2025-04-13,153.87
POL-001456,Lesotho,Funeral,Tied Advisor,ADV-138,2024-06-20,2267.41
POL-001459,Lesotho,Health,Independent Broker,ADV-068,2026-03-07,1199.66
POL-001461,South Africa,Funeral,Tied Advisor,ADV-124,2024-09-20,192.91
POL-001465,Botswana,Life,Independent Broker,ADV-134,2025-11-28,257.54
POL-001472,South Africa,Health,Tied Advisor,ADV-089,2024-06-29,1314.63
POL-001473,South Africa,Life,Independent Broker,ADV-147,2025-06-14,70.06
POL-001474,Namibia,Health,Independent Broker,ADV-020,2025-02-07,62.2
POL-001475,Namibia,Funeral,Direct Digital,ADV-084,2025-03-19,76.1
POL-001476,South Africa,Health,Tied Advisor,ADV-037,2026-03-13,201.64
POL-001483,Botswana,Investment,Independent Broker,ADV-077,2026-01-27,226.21
POL-001489,Namibia,Life,Independent Broker,ADV-074,2026-04-07,197.91
POL-001490,South Africa,Health,Bancassurance,ADV-066,2024-12-05,159.17
POL-001491,South Africa,Investment,Bancassurance,ADV-118,2025-08-04,80.58
POL-001492,Botswana,Funeral,Independent Broker,ADV-037,2026-04-02,254.56
POL-001493,Namibia,Funeral,Bancassurance,ADV-042,2025-11-23,247.05
POL-001495,Lesotho,Health,Direct Digital,ADV-018,2025-04-13,215.87
POL-001498,Botswana,Funeral,Bancassurance,ADV-103,2025-03-26,234.95
POL-001499,Namibia,Funeral,Tied Advisor,ADV-048,2024-12-18,247.07
POL-001500,Botswana,Health,Independent Broker,ADV-054,2025-04-26,139.53
POL-001501,South Africa,Funeral,Bancassurance,ADV-121,2025-04-02,61.66
POL-001504,South Africa,Health,Tied Advisor,ADV-085,2024-07-21,202.88
POL-001508,Namibia,Investment,Bancassurance,ADV-096,2024-08-18,1159.03
POL-001509,Botswana,Life,Tied Advisor,ADV-130,2025-09-19,79.2
POL-001510,Namibia,Life,Bancassurance,ADV-084,2025-02-05,162.0
POL-001511,Botswana,Funeral,Direct Digital,ADV-102,2026-05-06,58.72
POL-001515,South Africa,Life,Independent Broker,ADV-155,2025-12-02,2607.69
POL-001516,South Africa,Health,Direct Digital,ADV-093,2024-07-10,262.06
POL-001520,Namibia,Funeral,Tied Advisor,ADV-066,2025-11-24,164.88
POL-001521,Namibia,Health,Direct Digital,ADV-012,2024-07-16,1117.15
POL-001523,South Africa,Health,Independent Broker,ADV-022,2024-12-27,164.77
POL-001524,Namibia,Life,Tied Advisor,ADV-019,2025-06-19,445.84
POL-001526,Namibia,Health,Independent Broker,ADV-029,2025-02-15,253.46
POL-001527,South Africa,Funeral,Tied Advisor,ADV-054,2025-06-16,75.44
POL-001528,South Africa,Life,Independent Broker,ADV-106,2024-10-17,61.19
POL-001535,Namibia,Health,Independent Broker,ADV-155,2026-01-05,124.05
POL-001541,South Africa,Funeral,Tied Advisor,ADV-129,2024-07-01,128.35
POL-001542,South Africa,Health,Tied Advisor,ADV-075,2026-01-27,149.74
POL-001543,Botswana,Funeral,Bancassurance,ADV-071,2025-02-02,115.8
POL-001544,Namibia,Life,Tied Advisor,ADV-075,2024-11-28,455.41
POL-001546,South Africa,Health,Tied Advisor,ADV-125,2025-08-25,235.1
POL-001548,South Africa,Funeral,Tied Advisor,ADV-018,2026-04-14,193.3
POL-001550,South Africa,Investment,Tied Advisor,ADV-012,2024-12-20,139.62
POL-001556,South Africa,Health,Tied Advisor,ADV-149,2025-03-13,130.54
POL-001557,South Africa,Health,Tied Advisor,ADV-024,2025-01-04,1362.46
POL-001558,Lesotho,Health,Tied Advisor,ADV-113,2025-10-21,131.26
POL-001560,Namibia,Funeral,Direct Digital,ADV-072,2025-08-12,73.83
POL-001561,Lesotho,Funeral,Tied Advisor,ADV-120,2025-12-01,502.23
POL-001563,South Africa,Life,Tied Advisor,ADV-099,2026-03-14,539.98
POL-001564,South Africa,Funeral,Tied Advisor,ADV-132,2025-05-02,246.6
POL-001576,South Africa,Life,Independent Broker,ADV-126,2025-02-11,59.46
POL-001577,Lesotho,Life,Bancassurance,ADV-060,2025-11-27,127.28
POL-001580,Namibia,Funeral,Independent Broker,ADV-108,2025-12-21,394.73
POL-001581,South Africa,Funeral,Independent Broker,ADV-137,2024-07-04,481.8
POL-001583,Lesotho,Funeral,Independent Broker,ADV-127,2025-05-05,1384.78
POL-001585,South Africa,Funeral,Tied Advisor,ADV-080,2024-07-20,120.82
POL-001589,South Africa,Funeral,Tied Advisor,ADV-013,2025-11-24,212.12
POL-001591,South Africa,Funeral,Tied Advisor,ADV-155,2026-02-26,62.0
POL-001605,South Africa,Life,Bancassurance,ADV-130,2025-07-21,159.07
POL-001608,South Africa,Funeral,Tied Advisor,ADV-081,2025-06-12,484.55
POL-001611,South Africa,Funeral,Tied Advisor,ADV-066,2024-09-30,67.78
POL-001612,South Africa,Funeral,Tied Advisor,ADV-021,2024-08-02,533.01
POL-001614,Namibia,Investment,Tied Advisor,ADV-085,2025-11-03,66.18
POL-001618,South Africa,Investment,Bancassurance,ADV-064,2025-10-28,249.07
POL-001619,Namibia,Life,Tied Advisor,ADV-131,2025-12-13,78.04
POL-001620,South Africa,Funeral,Bancassurance,ADV-159,2025-03-12,474.27
POL-001622,South Africa,Life,Tied Advisor,ADV-087,2025-02-10,142.97
POL-001624,South Africa,Health,Direct Digital,ADV-067,2025-10-26,974.11
POL-001631,South Africa,Health,Direct Digital,ADV-132,2025-01-14,67.21
POL-001632,Lesotho,Funeral,Tied Advisor,ADV-045,2024-10-14,1058.56
POL-001633,Botswana,Health,Direct Digital,ADV-107,2025-01-10,962.23
POL-001638,South Africa,Funeral,Bancassurance,ADV-098,2026-05-02,68.48
POL-001645,Lesotho,Funeral,Independent Broker,ADV-072,2025-02-13,1034.66
POL-001652,Botswana,Investment,Tied Advisor,ADV-146,2026-03-24,62.67
POL-001658,South Africa,Funeral,Tied Advisor,ADV-159,2024-10-27,224.17
POL-001659,South Africa,Life,Independent Broker,ADV-069,2024-08-19,2733.39
POL-001661,Botswana,Funeral,Tied Advisor,ADV-026,2025-03-04,59.58
POL-001666,Lesotho,Funeral,Tied Advisor,ADV-150,2024-12-11,198.96
POL-001669,South Africa,Funeral,Tied Advisor,ADV-023,2025-02-25,156.57
POL-001670,Botswana,Life,Independent Broker,ADV-153,2025-05-16,58.1
POL-001672,South Africa,Life,Tied Advisor,ADV-117,2025-07-17,127.37
POL-001674,South Africa,Health,Tied Advisor,ADV-037,2024-07-31,82.17
POL-001677,Botswana,Funeral,Tied Advisor,ADV-005,2024-08-03,139.28
POL-001678,South Africa,Funeral,Independent Broker,ADV-134,2025-07-19,73.75
POL-001681,South Africa,Life,Direct Digital,ADV-070,2026-05-11,67.21
POL-001688,South Africa,Health,Independent Broker,ADV-087,2026-03-18,410.58
POL-001689,Lesotho,Funeral,Direct Digital,ADV-004,2025-07-13,124.08
POL-001698,South Africa,Funeral,Direct Digital,ADV-155,2025-09-08,61.04
POL-001699,South Africa,Funeral,Tied Advisor,ADV-088,2026-02-03,79.68
POL-001701,South Africa,Funeral,Direct Digital,ADV-025,2025-07-17,66.66
POL-001702,South Africa,Funeral,Independent Broker,ADV-111,2025-08-26,127.2
POL-001705,South Africa,Funeral,Tied Advisor,ADV-079,2024-08-08,512.08
POL-001706,Lesotho,Life,Direct Digital,ADV-124,2026-01-04,529.91
POL-001707,South Africa,Life,Independent Broker,ADV-118,2025-05-03,128.93
POL-001708,South Africa,Health,Bancassurance,ADV-054,2025-09-13,1313.68
POL-001709,South Africa,Funeral,Tied Advisor,ADV-125,2025-06-07,1074.54
POL-001712,Botswana,Funeral,Direct Digital,ADV-085,2025-11-22,149.35
POL-001722,South Africa,Life,Bancassurance,ADV-018,2026-05-24,59.09
POL-001724,South Africa,Life,Bancassurance,ADV-084,2025-04-17,77.62
POL-001728,South Africa,Health,Independent Broker,ADV-021,2026-02-22,117.59
