claim_id,fraud_risk_score,layer1a_verdict,layer1b_verdict,final_tier,flagged_date
CLM-000481,36.2,Amber,Clear,Amber,2025-08-28
CLM-000482,23.3,Green,Clear,Green,2024-12-23
CLM-000483,100.0,Red,Clear,Red,2025-09-17
CLM-000484,62.5,Amber,Clear,Amber,2025-01-28
CLM-000485,33.7,Amber,Clear,Amber,2026-06-13
CLM-000486,18.8,Green,Clear,Green,2025-11-02
CLM-000487,49.9,Amber,Clear,Amber,2025-09-08
CLM-000488,86.7,Red,Clear,Red,2025-09-04
CLM-000489,24.8,Green,Clear,Green,2025-03-24
CLM-000490,31.8,Green,Clear,Amber,2025-10-01
CLM-000491,42.7,Amber,Clear,Amber,2025-06-09
CLM-000492,5.7,Green,Clear,Green,2024-12-03
CLM-000493,27.1,Green,Clear,Green,2026-06-07
CLM-000494,10.6,Green,Clear,Green,2025-03-18
CLM-000495,31.4,Green,Clear,Amber,2025-11-27
CLM-000496,43.1,Amber,Clear,Amber,2026-03-09
CLM-000497,45.2,Amber,Clear,Amber,2025-07-07
CLM-000498,25.2,Green,Clear,Green,2024-08-20
CLM-000499,6.3,Green,Confirmed,Green,2026-04-03
CLM-000500,17.0,Green,Clear,Green,2026-05-14
CLM-000501,45.9,Amber,Clear,Amber,2025-08-05
CLM-000502,7.9,Green,Clear,Green,2026-02-27
CLM-000503,30.0,Amber,Clear,Green,2025-01-18
CLM-000504,20.7,Green,Clear,Green,2026-03-01
CLM-000505,10.4,Green,Clear,Green,2025-06-19
CLM-000506,1.0,Green,Clear,Green,2025-06-16
CLM-000507,22.1,Green,Clear,Green,2025-01-30
CLM-000508,90.5,Red,Clear,Red,2025-02-23
CLM-000509,53.6,Amber,Suspected,Amber,2025-07-06
CLM-000510,36.3,Amber,Clear,Amber,2025-10-29
CLM-000511,80.5,Red,Confirmed,Red,2025-01-21
CLM-000512,27.6,Green,Clear,Green,2025-12-21
CLM-000513,41.4,Amber,Clear,Amber,2025-04-08
CLM-000514,20.6,Green,Clear,Green,2025-03-29
CLM-000515,24.9,Green,Clear,Green,2025-07-06
CLM-000516,10.0,Green,Clear,Green,2025-08-03
CLM-000517,4.8,Green,Clear,Green,2026-06-14
CLM-000518,77.8,Red,Clear,Red,2025-08-30
CLM-000519,34.7,Amber,Clear,Amber,2026-05-28
CLM-000520,34.3,Amber,Clear,Amber,2025-05-26
CLM-000521,11.6,Green,Clear,Green,2026-03-31
CLM-000522,30.7,Amber,Clear,Amber,2025-03-10
CLM-000523,38.8,Amber,Clear,Amber,2025-05-31
CLM-000524,11.7,Green,Clear,Green,2024-10-23
CLM-000525,27.4,Green,Clear,Green,2025-04-25
CLM-000526,28.8,Amber,Clear,Green,2025-01-02
CLM-000527,23.9,Green,Clear,Green,2024-11-02
CLM-000528,32.2,Amber,Suspected,Amber,2025-12-22
CLM-000529,42.1,Amber,Clear,Amber,2024-09-27
CLM-000530,33.1,Amber,Clear,Amber,2025-10-12
CLM-000531,15.9,Green,Clear,Green,2024-07-14
CLM-000532,8.3,Green,Clear,Green,2025-09-11
CLM-000533,85.4,Red,Suspected,Red,2025-10-25
CLM-000534,16.3,Green,Clear,Green,2025-01-20
CLM-000535,35.8,Amber,Suspected,Amber,2026-06-20
CLM-000536,43.1,Amber,Clear,Amber,2024-07-14
CLM-000537,16.2,Green,Clear,Green,2024-11-17
CLM-000538,8.4,Green,Clear,Green,2025-12-11
CLM-000539,9.9,Green,Clear,Green,2024-07-29
CLM-000540,61.1,Amber,Clear,Amber,2024-07-10
CLM-000541,35.0,Amber,Clear,Amber,2025-04-06
CLM-000542,31.8,Amber,Clear,Amber,2026-03-03
CLM-000543,34.8,Amber,Clear,Amber,2024-08-26
CLM-000544,5.8,Green,Suspected,Green,2025-12-25
CLM-000545,8.6,Green,Clear,Green,2025-03-20
CLM-000546,25.3,Green,Clear,Green,2025-04-23
CLM-000547,15.7,Amber,Clear,Green,2025-12-07
CLM-000548,32.0,Amber,Clear,Amber,2026-03-17
CLM-000549,19.7,Green,Suspected,Green,2026-05-28
CLM-000550,22.5,Green,Clear,Green,2025-06-30
CLM-000551,30.9,Green,Clear,Amber,2026-06-20
CLM-000552,20.4,Green,Clear,Green,2024-10-15
CLM-000553,26.6,Green,Confirmed,Green,2026-06-20
CLM-000554,26.5,Green,Clear,Green,2024-09-07
CLM-000555,15.3,Green,Clear,Green,2025-08-08
CLM-000556,7.1,Green,Clear,Green,2026-05-24
CLM-000557,67.8,Red,Suspected,Amber,2025-06-17
CLM-000558,2.9,Green,Clear,Green,2025-05-09
CLM-000559,22.7,Green,Clear,Green,2026-01-31
CLM-000560,24.3,Green,Clear,Green,2025-01-17
CLM-000561,13.5,Green,Clear,Green,2025-03-25
CLM-000562,2.8,Green,Clear,Green,2024-09-01
CLM-000563,19.4,Green,Clear,Green,2024-07-15
CLM-000564,31.0,Green,Clear,Amber,2025-08-22
CLM-000565,25.4,Green,Clear,Green,2025-12-16
CLM-000566,48.1,Amber,Clear,Amber,2024-09-17
CLM-000567,14.2,Green,Clear,Green,2024-09-13
CLM-000568,58.6,Amber,Clear,Amber,2025-03-25
CLM-000569,21.8,Green,Clear,Green,2025-12-04
CLM-000570,15.6,Green,Clear,Green,2025-07-12
CLM-000571,1.1,Green,Clear,Green,2025-06-17
CLM-000572,18.6,Green,Clear,Green,2026-06-19
CLM-000573,58.2,Amber,Clear,Amber,2026-05-23
CLM-000574,16.2,Green,Clear,Green,2024-10-25
CLM-000575,14.3,Green,Clear,Green,2026-06-20
CLM-000576,27.8,Green,Clear,Green,2026-03-19
CLM-000577,35.5,Amber,Clear,Amber,2024-11-12
CLM-000578,47.4,Amber,Suspected,Amber,2026-06-06
CLM-000579,100.0,Red,Clear,Red,2025-08-15
CLM-000580,30.0,Green,Clear,Green,2026-03-26
CLM-000581,21.0,Green,Clear,Green,2024-10-07
CLM-000582,46.0,Amber,Clear,Amber,2025-10-03
CLM-000583,59.5,Amber,Clear,Amber,2026-04-18
CLM-000584,79.8,Red,Clear,Red,2025-05-31
CLM-000585,67.7,Amber,Clear,Amber,2026-06-16
CLM-000586,32.6,Amber,Clear,Amber,2026-06-03
CLM-000587,82.2,Red,Clear,Red,2026-06-05
CLM-000588,60.3,Amber,Confirmed,Amber,2024-12-05
CLM-000589,100.0,Red,Clear,Red,2024-11-02
CLM-000590,32.6,Green,Clear,Amber,2024-12-01
CLM-000591,26.8,Green,Clear,Green,2025-05-06
CLM-000592,12.5,Green,Clear,Green,2025-01-24
CLM-000593,22.6,Green,Clear,Green,2026-03-03
CLM-000594,23.0,Green,Clear,Green,2025-07-09
CLM-000595,31.4,Amber,Clear,Amber,2025-07-19
CLM-000596,34.3,Green,Clear,Amber,2026-04-04
CLM-000597,47.5,Amber,Clear,Amber,2026-04-02
CLM-000598,23.4,Green,Clear,Green,2025-01-18
CLM-000599,46.4,Amber,Clear,Amber,2025-05-30
CLM-000600,87.6,Red,Clear,Red,2025-11-02
CLM-000601,39.6,Amber,Clear,Amber,2026-01-15
CLM-000602,88.8,Red,Clear,Red,2024-06-29
CLM-000603,15.6,Green,Suspected,Green,2024-07-11
CLM-000604,11.9,Green,Clear,Green,2026-04-19
CLM-000605,18.7,Green,Clear,Green,2026-03-08
CLM-000606,60.3,Amber,Clear,Amber,2026-03-18
CLM-000607,33.4,Amber,Clear,Amber,2026-05-24
CLM-000608,33.0,Amber,Clear,Amber,2026-05-01
CLM-000609,100.0,Red,Clear,Red,2026-01-08
CLM-000610,12.8,Green,Clear,Green,2025-11-01
CLM-000611,100.0,Red,Clear,Red,2026-06-18
CLM-000612,21.3,Green,Clear,Green,2025-03-11
CLM-000613,38.6,Amber,Clear,Amber,2024-11-26
CLM-000614,57.5,Amber,Clear,Amber,2025-09-18
CLM-000615,11.5,Green,Clear,Green,2025-07-03
CLM-000616,31.2,Amber,Confirmed,Amber,2025-04-21
CLM-000617,18.2,Green,Clear,Green,2026-04-04
CLM-000618,28.8,Green,Clear,Green,2025-12-31
CLM-000619,72.4,Red,Clear,Red,2025-01-11
CLM-000620,28.9,Amber,Clear,Green,2025-07-23
CLM-000621,20.5,Green,Clear,Green,2025-06-01
CLM-000622,10.5,Green,Clear,Green,2025-02-17
CLM-000623,33.0,Green,Clear,Amber,2024-12-13
CLM-000624,45.4,Amber,Clear,Amber,2026-05-01
CLM-000625,36.5,Amber,Confirmed,Amber,2026-04-11
CLM-000626,2.8,Green,Clear,Green,2026-02-24
CLM-000627,20.7,Green,Clear,Green,2025-10-06
CLM-000628,47.1,Amber,Clear,Amber,2025-08-10
CLM-000629,9.3,Green,Clear,Green,2024-12-23
CLM-000630,43.0,Amber,Clear,Amber,2025-06-17
CLM-000631,100.0,Red,Clear,Red,2024-07-10
CLM-000632,18.6,Green,Clear,Green,2025-05-14
CLM-000633,35.6,Amber,Clear,Amber,2025-09-06
CLM-000634,30.0,Amber,Clear,Green,2025-06-23
CLM-000635,18.9,Green,Clear,Green,2025-04-23
CLM-000636,29.5,Green,Confirmed,Green,2025-10-11
CLM-000637,76.3,Red,Clear,Red,2024-10-26
CLM-000638,61.7,Amber,Clear,Amber,2024-11-02
CLM-000639,23.6,Green,Clear,Green,2025-03-15
CLM-000640,36.1,Amber,Clear,Amber,2026-02-12
CLM-000641,29.3,Amber,Clear,Green,2024-10-26
CLM-000642,82.8,Red,Clear,Red,2025-08-07
CLM-000643,19.6,Green,Clear,Green,2026-06-14
CLM-000644,29.8,Green,Clear,Green,2025-03-15
CLM-000645,17.1,Green,Clear,Green,2024-08-02
CLM-000646,49.1,Amber,Clear,Amber,2025-08-15
CLM-000647,35.3,Amber,Suspected,Amber,2025-08-28
CLM-000648,26.5,Green,Suspected,Green,2026-04-21
CLM-000649,16.7,Green,Clear,Green,2025-06-27
CLM-000650,37.4,Amber,Clear,Amber,2026-02-19
CLM-000651,16.7,Green,Clear,Green,2025-05-03
CLM-000652,5.9,Green,Confirmed,Green,2026-06-20
CLM-000653,32.9,Amber,Clear,Amber,2026-01-11
CLM-000654,100.0,Red,Clear,Red,2026-04-01
CLM-000655,22.5,Green,Clear,Green,2025-12-31
CLM-000656,100.0,Red,Clear,Red,2024-10-06
CLM-000657,98.0,Red,Clear,Red,2024-10-24
CLM-000658,21.6,Green,Clear,Green,2025-10-17
CLM-000659,23.7,Green,Clear,Green,2024-09-29
CLM-000660,38.5,Amber,Suspected,Amber,2025-04-22
CLM-000661,100.0,Red,Confirmed,Red,2024-11-13
CLM-000662,17.3,Green,Clear,Green,2025-12-13
CLM-000663,1.0,Green,Clear,Green,2025-09-23
CLM-000664,35.5,Amber,Clear,Amber,2025-07-04
CLM-000665,36.8,Amber,Clear,Amber,2026-01-20
CLM-000666,28.1,Amber,Clear,Green,2025-04-26
CLM-000667,55.1,Amber,Clear,Amber,2025-12-30
CLM-000668,4.8,Green,Clear,Green,2025-04-20
CLM-000669,33.3,Amber,Clear,Amber,2026-06-02
CLM-000670,19.1,Green,Clear,Green,2025-09-19
CLM-000671,36.3,Amber,Clear,Amber,2025-09-23
CLM-000672,38.5,Amber,Clear,Amber,2024-09-05
CLM-000673,26.5,Green,Suspected,Green,2025-11-02
CLM-000674,16.4,Green,Suspected,Green,2026-04-17
CLM-000675,13.5,Green,Clear,Green,2025-09-13
CLM-000676,14.9,Green,Clear,Green,2026-04-30
CLM-000677,9.8,Green,Clear,Green,2025-03-13
CLM-000678,44.2,Amber,Clear,Amber,2026-02-26
CLM-000679,17.0,Green,Clear,Green,2025-03-27
CLM-000680,9.3,Green,Clear,Green,2024-06-30
CLM-000681,21.1,Amber,Clear,Green,2025-12-25
CLM-000682,11.9,Green,Clear,Green,2025-11-15
CLM-000683,32.2,Amber,Clear,Amber,2026-05-01
CLM-000684,26.8,Green,Clear,Green,2025-01-17
CLM-000685,25.7,Green,Clear,Green,2025-01-15
CLM-000686,62.7,Amber,Clear,Amber,2026-03-02
CLM-000687,40.0,Amber,Clear,Amber,2025-05-13
CLM-000688,23.5,Amber,Clear,Green,2025-11-27
CLM-000689,21.9,Green,Clear,Green,2025-06-17
CLM-000690,32.5,Green,Suspected,Amber,2024-11-29
CLM-000691,37.4,Amber,Clear,Amber,2026-05-02
CLM-000692,65.0,Amber,Clear,Amber,2024-07-20
CLM-000693,10.4,Green,Clear,Green,2026-03-15
CLM-000694,100.0,Red,Clear,Red,2024-07-31
CLM-000695,68.2,Red,Clear,Amber,2026-05-23
CLM-000696,34.2,Amber,Clear,Amber,2025-08-20
CLM-000697,35.3,Amber,Suspected,Amber,2024-09-07
CLM-000698,12.5,Green,Clear,Green,2024-12-16
CLM-000699,3.4,Green,Clear,Green,2024-12-23
CLM-000700,33.9,Amber,Clear,Amber,2024-07-23
CLM-000701,10.0,Green,Clear,Green,2025-03-09
CLM-000702,25.3,Green,Suspected,Green,2025-06-09
CLM-000703,100.0,Red,Clear,Red,2026-01-08
CLM-000704,33.7,Green,Clear,Amber,2024-10-29
CLM-000705,47.1,Amber,Clear,Amber,2024-10-18
CLM-000706,21.4,Green,Clear,Green,2026-02-05
CLM-000707,37.8,Amber,Clear,Amber,2026-04-29
CLM-000708,37.6,Amber,Clear,Amber,2024-07-06
CLM-000709,26.1,Amber,Clear,Green,2025-06-16
CLM-000710,1.0,Green,Clear,Green,2024-12-21
CLM-000711,19.8,Green,Clear,Green,2024-10-13
CLM-000712,20.0,Green,Clear,Green,2025-02-05
CLM-000713,30.9,Amber,Clear,Amber,2025-12-06
CLM-000714,83.0,Red,Suspected,Red,2025-04-13
CLM-000715,1.0,Green,Clear,Green,2025-02-16
CLM-000716,13.4,Green,Clear,Green,2026-01-02
CLM-000717,27.4,Amber,Clear,Green,2025-10-18
CLM-000718,73.3,Red,Clear,Red,2026-03-18
CLM-000719,17.9,Green,Clear,Green,2026-04-16
CLM-000720,42.6,Amber,Clear,Amber,2026-03-14
CLM-000721,24.6,Green,Clear,Green,2025-03-19
CLM-000722,20.1,Green,Clear,Green,2024-07-22
CLM-000723,39.2,Amber,Clear,Amber,2025-06-14
CLM-000724,20.7,Green,Clear,Green,2026-03-12
CLM-000725,4.7,Green,Clear,Green,2024-11-21
CLM-000726,20.5,Green,Clear,Green,2025-04-02
CLM-000727,52.7,Amber,Clear,Amber,2025-02-22
CLM-000728,77.1,Red,Confirmed,Red,2026-05-25
CLM-000729,43.8,Amber,Clear,Amber,2024-09-02
CLM-000730,25.9,Green,Clear,Green,2025-07-31
CLM-000731,17.1,Green,Clear,Green,2024-09-12
CLM-000732,41.3,Amber,Clear,Amber,2025-03-31
CLM-000733,32.8,Green,Clear,Amber,2025-12-31
CLM-000734,4.1,Green,Clear,Green,2025-03-11
CLM-000735,52.9,Amber,Clear,Amber,2026-02-22
CLM-000736,14.9,Green,Clear,Green,2024-07-12
CLM-000737,86.0,Red,Clear,Red,2026-06-20
CLM-000738,68.3,Amber,Clear,Amber,2025-12-18
CLM-000739,100.0,Red,Clear,Red,2024-10-17
CLM-000740,41.8,Amber,Clear,Amber,2025-12-16
CLM-000741,28.3,Green,Clear,Green,2026-04-29
CLM-000742,17.8,Green,Clear,Green,2024-11-30
CLM-000743,26.1,Amber,Clear,Green,2025-01-13
CLM-000744,30.4,Amber,Clear,Amber,2025-01-28
CLM-000745,6.4,Green,Clear,Green,2025-05-05
CLM-000746,48.1,Amber,Clear,Amber,2025-10-17
CLM-000747,35.5,Amber,Clear,Amber,2025-10-27
CLM-000748,1.0,Green,Clear,Green,2025-02-19
CLM-000749,34.1,Green,Clear,Amber,2025-06-21
CLM-000750,54.9,Amber,Clear,Amber,2025-06-10
CLM-000751,31.9,Amber,Clear,Amber,2026-01-09
CLM-000752,20.4,Green,Clear,Green,2025-07-01
CLM-000753,27.8,Green,Clear,Green,2025-08-29
CLM-000754,36.3,Amber,Clear,Amber,2025-12-24
CLM-000755,33.1,Amber,Suspected,Amber,2025-01-31
CLM-000756,30.1,Green,Clear,Amber,2025-10-23
CLM-000757,10.7,Green,Clear,Green,2025-09-03
CLM-000758,23.1,Green,Clear,Green,2025-03-25
CLM-000759,81.9,Red,Clear,Red,2026-04-04
CLM-000760,12.7,Green,Clear,Green,2026-03-15
CLM-000761,38.2,Amber,Clear,Amber,2026-06-02
CLM-000762,21.2,Green,Clear,Green,2025-11-06
CLM-000763,100.0,Red,Clear,Red,2026-02-23
CLM-000764,36.8,Amber,Clear,Amber,2026-02-08
CLM-000765,22.3,Green,Clear,Green,2025-10-22
CLM-000766,46.5,Amber,Clear,Amber,2025-05-07
CLM-000767,18.5,Green,Clear,Green,2026-04-16
CLM-000768,17.5,Green,Clear,Green,2025-01-06
CLM-000769,39.2,Amber,Clear,Amber,2026-06-04
CLM-000770,99.4,Red,Suspected,Red,2024-07-28
CLM-000771,5.5,Green,Clear,Green,2026-05-02
CLM-000772,39.4,Amber,Clear,Amber,2024-10-18
CLM-000773,7.8,Green,Clear,Green,2024-09-18
CLM-000774,22.4,Green,Clear,Green,2025-01-08
CLM-000775,29.8,Amber,Clear,Green,2024-12-23
CLM-000776,30.1,Amber,Clear,Amber,2025-09-21
CLM-000777,28.9,Amber,Clear,Green,2025-12-15
CLM-000778,32.0,Green,Clear,Amber,2026-05-27
CLM-000779,39.0,Amber,Clear,Amber,2024-11-04
CLM-000780,50.7,Amber,Clear,Amber,2024-12-14
CLM-000781,28.4,Amber,Suspected,Green,2025-09-01
CLM-000782,18.8,Green,Clear,Green,2024-12-10
CLM-000783,5.6,Green,Clear,Green,2025-05-29
CLM-000784,16.9,Green,Clear,Green,2026-05-16
CLM-000785,5.7,Green,Clear,Green,2025-08-06
CLM-000786,40.6,Green,Clear,Amber,2024-08-10
CLM-000787,20.2,Green,Clear,Green,2026-06-12
CLM-000788,24.9,Green,Clear,Green,2026-04-05
CLM-000789,20.8,Green,Suspected,Green,2024-07-26
CLM-000790,29.1,Green,Clear,Green,2024-09-12
CLM-000791,1.0,Green,Clear,Green,2025-05-26
CLM-000792,100.0,Red,Clear,Red,2025-05-03
CLM-000793,13.7,Green,Clear,Green,2025-04-15
CLM-000794,54.5,Amber,Clear,Amber,2025-01-13
CLM-000795,87.5,Red,Confirmed,Red,2025-12-28
CLM-000796,27.0,Amber,Clear,Green,2026-03-31
CLM-000797,11.8,Green,Clear,Green,2024-11-03
CLM-000798,23.3,Green,Clear,Green,2026-01-25
CLM-000799,36.0,Amber,Suspected,Amber,2025-08-24
CLM-000800,26.8,Green,Suspected,Green,2026-02-08
CLM-000801,32.2,Green,Clear,Amber,2025-11-03
CLM-000802,25.6,Green,Clear,Green,2024-08-20
CLM-000803,26.6,Green,Suspected,Green,2025-02-12
CLM-000804,18.6,Green,Clear,Green,2024-12-20
CLM-000805,5.6,Green,Clear,Green,2025-04-14
CLM-000806,20.6,Green,Clear,Green,2025-08-29
CLM-000807,33.8,Amber,Clear,Amber,2026-03-12
CLM-000808,28.8,Green,Clear,Green,2025-04-28
CLM-000809,38.5,Amber,Clear,Amber,2024-10-26
CLM-000810,18.9,Green,Clear,Green,2024-08-31
CLM-000811,37.9,Amber,Clear,Amber,2026-03-30
CLM-000812,24.3,Green,Clear,Green,2025-09-11
CLM-000813,64.0,Amber,Clear,Amber,2025-12-31
CLM-000814,32.0,Green,Clear,Amber,2025-05-22
CLM-000815,100.0,Red,Clear,Red,2026-03-13
CLM-000816,29.5,Amber,Clear,Green,2026-03-26
CLM-000817,16.0,Green,Clear,Green,2024-11-25
CLM-000818,11.3,Green,Clear,Green,2025-06-24
CLM-000819,32.1,Amber,Clear,Amber,2026-05-26
CLM-000820,42.0,Amber,Clear,Amber,2025-08-25
CLM-000821,17.1,Green,Clear,Green,2024-11-27
CLM-000822,25.3,Green,Clear,Green,2024-11-03
CLM-000823,11.7,Green,Clear,Green,2025-12-23
CLM-000824,66.3,Amber,Confirmed,Amber,2024-11-16
CLM-000825,23.5,Green,Clear,Green,2025-12-06
CLM-000826,10.7,Green,Clear,Green,2025-08-27
CLM-000827,6.1,Green,Clear,Green,2024-07-27
CLM-000828,34.2,Amber,Clear,Amber,2025-12-21
CLM-000829,22.0,Green,Suspected,Green,2024-07-22
CLM-000830,100.0,Red,Clear,Red,2026-02-20
CLM-000831,29.8,Green,Suspected,Green,2025-04-17
CLM-000832,19.1,Green,Clear,Green,2026-02-12
CLM-000833,87.0,Red,Clear,Red,2026-03-02
CLM-000834,33.7,Amber,Clear,Amber,2024-08-09
CLM-000835,29.7,Green,Clear,Green,2024-07-19
CLM-000836,61.0,Amber,Clear,Amber,2025-01-20
CLM-000837,34.2,Amber,Suspected,Amber,2025-10-04
CLM-000838,13.8,Green,Suspected,Green,2026-06-04
CLM-000839,16.0,Green,Clear,Green,2026-06-20
CLM-000840,18.2,Green,Clear,Green,2025-03-04
CLM-000841,44.0,Amber,Clear,Amber,2025-12-12
CLM-000842,23.9,Green,Clear,Green,2025-03-17
CLM-000843,16.4,Green,Clear,Green,2025-07-16
CLM-000844,33.9,Amber,Clear,Amber,2024-07-30
CLM-000845,35.4,Green,Clear,Amber,2024-09-27
CLM-000846,21.0,Green,Clear,Green,2025-06-24
CLM-000847,50.5,Amber,Clear,Amber,2025-05-21
CLM-000848,21.1,Green,Clear,Green,2025-04-03
CLM-000849,53.3,Amber,Clear,Amber,2024-12-11
CLM-000850,22.2,Green,Clear,Green,2026-05-22
CLM-000851,14.1,Green,Clear,Green,2026-04-29
CLM-000852,52.9,Amber,Clear,Amber,2025-08-12
CLM-000853,100.0,Red,Clear,Red,2025-11-23
CLM-000854,39.9,Amber,Clear,Amber,2024-11-04
CLM-000855,29.2,Amber,Clear,Green,2025-01-28
CLM-000856,11.3,Green,Clear,Green,2025-02-28
CLM-000857,12.9,Green,Clear,Green,2026-05-16
CLM-000858,18.9,Green,Clear,Green,2025-07-20
CLM-000859,21.6,Green,Clear,Green,2025-04-04
CLM-000860,6.9,Green,Clear,Green,2026-04-27
CLM-000861,23.5,Green,Clear,Green,2024-09-29
CLM-000862,10.5,Green,Clear,Green,2025-01-19
CLM-000863,42.3,Amber,Suspected,Amber,2026-06-14
CLM-000864,18.5,Amber,Clear,Green,2026-03-24
CLM-000865,37.0,Amber,Clear,Amber,2024-08-23
CLM-000866,5.0,Green,Clear,Green,2025-02-24
CLM-000867,30.8,Amber,Clear,Amber,2025-10-27
CLM-000868,17.8,Green,Clear,Green,2025-11-14
CLM-000869,71.1,Amber,Clear,Red,2026-04-06
CLM-000870,25.7,Green,Clear,Green,2024-12-02
CLM-000871,23.5,Green,Clear,Green,2024-12-21
CLM-000872,51.0,Amber,Suspected,Amber,2024-12-16
CLM-000873,14.9,Green,Suspected,Green,2025-11-08
CLM-000874,32.7,Amber,Clear,Amber,2025-04-22
CLM-000875,12.2,Green,Clear,Green,2026-05-09
CLM-000876,31.2,Amber,Clear,Amber,2026-05-20
CLM-000877,12.3,Green,Clear,Green,2024-10-22
CLM-000878,29.4,Green,Clear,Green,2026-04-02
CLM-000879,14.4,Green,Clear,Green,2026-04-23
CLM-000880,17.5,Green,Clear,Green,2024-12-27
CLM-000881,29.2,Amber,Clear,Green,2024-09-05
CLM-000882,1.0,Green,Clear,Green,2025-01-26
CLM-000883,28.5,Green,Suspected,Green,2025-04-08
CLM-000884,1.0,Green,Clear,Green,2025-03-22
CLM-000885,56.4,Amber,Clear,Amber,2025-10-11
CLM-000886,21.6,Green,Clear,Green,2025-09-02
CLM-000887,26.0,Green,Clear,Green,2025-01-27
CLM-000888,24.7,Green,Suspected,Green,2025-08-08
CLM-000889,7.2,Green,Clear,Green,2025-12-20
CLM-000890,27.7,Green,Suspected,Green,2024-07-16
CLM-000891,37.5,Amber,Clear,Amber,2025-11-14
CLM-000892,24.6,Green,Clear,Green,2024-10-06
CLM-000893,46.7,Amber,Suspected,Amber,2024-07-03
CLM-000894,12.0,Green,Clear,Green,2025-01-30
CLM-000895,24.8,Green,Suspected,Green,2025-12-23
CLM-000896,28.6,Green,Clear,Green,2024-12-05
CLM-000897,48.8,Amber,Confirmed,Amber,2025-06-30
CLM-000898,21.8,Green,Clear,Green,2026-01-01
CLM-000899,16.7,Green,Clear,Green,2025-09-29
CLM-000900,42.4,Amber,Clear,Amber,2025-07-13
CLM-000901,22.8,Amber,Confirmed,Green,2025-05-04
CLM-000902,21.6,Green,Clear,Green,2026-03-06
CLM-000903,54.0,Amber,Suspected,Amber,2026-06-10
CLM-000904,19.5,Green,Clear,Green,2025-08-12
CLM-000905,13.9,Green,Suspected,Green,2026-02-16
CLM-000906,34.5,Amber,Clear,Amber,2025-03-15
CLM-000907,25.7,Amber,Clear,Green,2026-01-02
CLM-000908,30.8,Green,Clear,Amber,2026-06-09
CLM-000909,47.1,Amber,Clear,Amber,2025-12-27
CLM-000910,36.9,Green,Clear,Amber,2026-06-08
CLM-000911,9.3,Green,Clear,Green,2024-09-15
CLM-000912,18.7,Green,Clear,Green,2025-08-27
CLM-000913,33.7,Amber,Clear,Amber,2026-05-18
CLM-000914,36.6,Amber,Clear,Amber,2025-02-26
CLM-000915,21.5,Green,Clear,Green,2025-01-15
CLM-000916,26.7,Green,Clear,Green,2025-08-15
CLM-000917,85.7,Red,Clear,Red,2026-04-22
CLM-000918,44.0,Amber,Clear,Amber,2025-10-20
CLM-000919,1.0,Green,Clear,Green,2026-02-09
CLM-000920,48.4,Amber,Clear,Amber,2025-05-02
CLM-000921,43.8,Amber,Clear,Amber,2025-11-22
CLM-000922,43.6,Amber,Clear,Amber,2025-04-11
CLM-000923,22.2,Green,Clear,Green,2025-03-21
CLM-000924,27.9,Green,Clear,Green,2025-01-02
CLM-000925,16.3,Green,Clear,Green,2026-03-12
CLM-000926,30.0,Green,Clear,Green,2026-01-04
CLM-000927,42.3,Amber,Clear,Amber,2025-05-14
CLM-000928,39.7,Amber,Clear,Amber,2024-09-26
CLM-000929,69.3,Amber,Clear,Amber,2026-04-09
CLM-000930,22.1,Green,Clear,Green,2024-07-18
CLM-000931,62.3,Amber,Clear,Amber,2024-11-28
CLM-000932,38.9,Amber,Clear,Amber,2024-08-07
CLM-000933,10.0,Green,Clear,Green,2024-10-03
CLM-000934,100.0,Red,Clear,Red,2025-04-05
CLM-000935,38.6,Amber,Clear,Amber,2024-09-10
CLM-000936,27.0,Green,Clear,Green,2025-07-03
CLM-000937,16.3,Green,Clear,Green,2024-12-25
CLM-000938,27.9,Green,Clear,Green,2024-07-11
CLM-000939,16.2,Green,Clear,Green,2025-04-21
CLM-000940,39.0,Amber,Clear,Amber,2026-02-04
CLM-000941,18.5,Green,Clear,Green,2025-11-20
CLM-000942,91.7,Red,Clear,Red,2025-12-08
CLM-000943,13.2,Green,Clear,Green,2026-01-17
CLM-000944,14.9,Green,Clear,Green,2026-01-02
CLM-000945,80.9,Red,Clear,Red,2025-06-08
CLM-000946,29.2,Amber,Clear,Green,2024-12-15
CLM-000947,48.5,Amber,Clear,Amber,2026-05-31
CLM-000948,13.1,Green,Clear,Green,2026-06-20
CLM-000949,41.2,Amber,Clear,Amber,2025-05-23
CLM-000950,59.7,Amber,Clear,Amber,2026-06-20
CLM-000951,29.8,Amber,Clear,Green,2024-12-26
CLM-000952,52.5,Amber,Clear,Amber,2025-05-21
CLM-000953,39.1,Amber,Clear,Amber,2026-04-03
CLM-000954,20.0,Green,Clear,Green,2025-12-18
CLM-000955,1.0,Green,Clear,Green,2025-03-26
CLM-000956,39.1,Amber,Clear,Amber,2025-11-12
CLM-000957,21.7,Green,Confirmed,Green,2025-06-17
CLM-000958,45.0,Amber,Clear,Amber,2026-06-20
CLM-000959,31.5,Amber,Clear,Amber,2024-09-04
CLM-000960,80.9,Red,Clear,Red,2025-06-01
CLM-000961,25.2,Green,Clear,Green,2024-07-04
CLM-000962,100.0,Red,Clear,Red,2025-06-05
CLM-000963,42.1,Amber,Clear,Amber,2024-10-17
