client_id,redemption_date,partner,reward_value
CLI-001915,2025-09-27,HBO Max,250
CLI-000702,2026-01-01,British Airways,150
CLI-000296,2026-03-24,Virgin Active,100
CLI-003449,2024-11-10,Takealot,50
CLI-005030,2024-07-16,Woolworths,150
CLI-000443,2025-10-12,Woolworths,100
CLI-002258,2025-01-08,Engen,100
CLI-003356,2026-06-14,British Airways,400
CLI-002814,2025-01-10,Takealot,400
CLI-000172,2026-04-04,Virgin Active,600
CLI-001060,2026-01-24,Takealot,400
CLI-002899,2024-10-08,Woolworths,600
CLI-004536,2024-11-25,Virgin Active,400
CLI-001519,2026-03-18,Woolworths,100
CLI-003805,2026-05-16,Woolworths,100
CLI-002037,2025-08-26,HBO Max,150
CLI-000451,2024-08-23,Woolworths,50
CLI-001360,2024-11-14,Virgin Active,150
CLI-000579,2024-11-21,British Airways,600
CLI-003430,2024-10-08,Virgin Active,600
CLI-003463,2026-03-30,Engen,600
CLI-001609,2025-08-18,Virgin Active,400
CLI-006091,2025-03-25,British Airways,150
CLI-006077,2025-11-22,Engen,150
CLI-005651,2024-11-26,British Airways,50
CLI-001564,2024-11-01,British Airways,400
CLI-000959,2024-10-09,Virgin Active,100
CLI-003197,2025-11-20,Woolworths,50
CLI-005300,2026-05-20,British Airways,600
CLI-004134,2025-11-05,Takealot,400
CLI-004268,2025-03-11,Takealot,150
CLI-002845,2024-09-09,HBO Max,600
CLI-003078,2025-03-09,Virgin Active,100
CLI-005261,2025-10-04,HBO Max,400
CLI-006294,2024-10-26,Engen,600
CLI-004722,2026-01-04,Engen,250
CLI-004528,2025-04-25,Virgin Active,600
CLI-004238,2026-04-20,Virgin Active,100
CLI-003040,2024-07-03,Woolworths,100
CLI-000924,2025-11-14,Virgin Active,400
CLI-002482,2025-07-09,Engen,150
CLI-003180,2026-03-28,British Airways,150
CLI-006011,2025-09-22,Virgin Active,600
CLI-000827,2026-05-01,Takealot,250
CLI-003170,2024-07-10,British Airways,50
CLI-002868,2024-08-29,Woolworths,150
CLI-004056,2024-07-17,Virgin Active,150
CLI-001677,2025-11-28,Virgin Active,50
CLI-001894,2026-02-15,HBO Max,250
CLI-003785,2025-12-31,Engen,150
CLI-002528,2024-08-24,Woolworths,150
CLI-005692,2024-09-17,British Airways,100
CLI-003865,2025-01-26,Virgin Active,50
CLI-005514,2026-02-07,Takealot,250
CLI-004654,2026-02-10,Takealot,100
CLI-000213,2026-04-20,HBO Max,600
CLI-002013,2026-03-08,Engen,600
CLI-004711,2025-03-01,Engen,50
CLI-004476,2025-04-14,HBO Max,250
CLI-002913,2025-07-25,Woolworths,50
CLI-000548,2025-10-06,Takealot,100
CLI-000772,2026-05-09,Woolworths,600
CLI-006015,2025-10-13,HBO Max,600
CLI-004150,2025-11-05,Takealot,150
CLI-003238,2025-12-28,Takealot,250
CLI-001234,2025-05-08,British Airways,250
CLI-000803,2025-11-06,British Airways,150
CLI-002869,2025-10-27,Virgin Active,100
CLI-002233,2025-12-09,Takealot,150
CLI-000576,2025-07-12,HBO Max,600
CLI-005874,2026-04-14,HBO Max,600
CLI-002484,2025-04-28,Woolworths,600
CLI-000725,2026-01-05,Takealot,50
CLI-004326,2025-10-27,HBO Max,150
CLI-001560,2025-06-14,HBO Max,600
CLI-000594,2025-08-03,Woolworths,250
CLI-001126,2024-11-25,Virgin Active,600
CLI-004557,2025-03-26,Virgin Active,400
CLI-001305,2026-02-19,Takealot,400
CLI-003656,2025-10-09,Virgin Active,50
CLI-003569,2025-05-15,British Airways,600
CLI-001939,2024-11-04,British Airways,250
CLI-000043,2026-04-16,Woolworths,250
CLI-002654,2026-03-14,Engen,150
CLI-004441,2025-09-16,HBO Max,50
CLI-003198,2025-02-11,Takealot,400
CLI-004330,2025-04-23,British Airways,150
CLI-002480,2025-12-02,Woolworths,50
CLI-006262,2026-02-03,British Airways,250
CLI-003023,2024-10-23,Virgin Active,600
CLI-006412,2025-11-02,Takealot,50
CLI-003146,2025-10-14,HBO Max,250
CLI-001227,2025-05-16,Engen,600
CLI-001806,2025-08-22,Takealot,100
CLI-002074,2026-03-06,HBO Max,250
CLI-003670,2024-10-04,Engen,400
CLI-004301,2025-06-02,HBO Max,150
CLI-002521,2024-11-29,HBO Max,400
CLI-000733,2025-08-14,Engen,600
CLI-004295,2026-01-06,Engen,50
CLI-003838,2026-02-11,HBO Max,250
CLI-004304,2024-12-03,Takealot,150
CLI-005687,2025-07-24,British Airways,100
CLI-002832,2024-08-11,Engen,150
CLI-001436,2026-01-19,Engen,250
CLI-004686,2024-11-10,Woolworths,250
CLI-004603,2025-06-28,Woolworths,150
CLI-003184,2026-04-11,British Airways,250
CLI-004980,2025-08-03,Woolworths,150
CLI-002893,2026-03-02,Woolworths,50
CLI-002141,2024-09-03,Takealot,150
CLI-005724,2026-04-07,British Airways,600
CLI-001735,2025-07-31,HBO Max,250
CLI-002029,2024-07-04,Engen,600
CLI-002013,2025-08-29,Woolworths,250
CLI-001513,2025-02-25,Virgin Active,250
CLI-004554,2025-06-09,Takealot,600
CLI-000016,2025-07-21,HBO Max,400
CLI-003646,2025-03-12,Engen,600
CLI-002658,2025-07-20,Takealot,250
CLI-004819,2025-04-02,HBO Max,150
CLI-003053,2025-08-26,Takealot,400
CLI-004756,2024-10-09,Woolworths,400
CLI-000664,2025-07-25,Takealot,50
CLI-000100,2024-07-11,HBO Max,100
CLI-005981,2025-03-05,HBO Max,150
CLI-003525,2024-07-26,Woolworths,100
CLI-003193,2025-10-06,Takealot,150
CLI-003500,2024-08-14,Engen,50
CLI-003765,2024-07-04,Virgin Active,250
CLI-000259,2025-09-09,Woolworths,250
CLI-002186,2024-09-27,HBO Max,400
CLI-005266,2024-07-01,Engen,250
CLI-002682,2025-02-23,HBO Max,50
CLI-001810,2025-11-14,Woolworths,250
CLI-003281,2025-02-12,Engen,50
CLI-006356,2025-01-04,British Airways,50
CLI-005353,2025-02-17,Takealot,150
CLI-004885,2026-04-22,HBO Max,150
CLI-005758,2026-06-08,Virgin Active,600
CLI-002361,2024-07-20,Woolworths,100
CLI-003244,2026-01-02,British Airways,250
CLI-000220,2026-02-20,Takealot,150
CLI-001133,2026-04-13,British Airways,50
CLI-001737,2025-08-26,British Airways,400
CLI-003370,2025-12-19,HBO Max,150
CLI-001681,2024-10-17,Takealot,100
CLI-004882,2026-03-08,Takealot,250
CLI-004468,2025-07-06,Engen,50
CLI-003106,2026-03-22,British Airways,600
CLI-003256,2025-08-21,Takealot,150
CLI-004838,2024-06-24,British Airways,250
CLI-001649,2025-11-27,Woolworths,150
CLI-004232,2025-03-12,Engen,100
CLI-000829,2025-01-25,Takealot,250
CLI-002912,2025-02-07,Virgin Active,600
CLI-004498,2026-05-31,Woolworths,100
CLI-002047,2024-09-20,British Airways,400
CLI-003756,2025-05-27,Virgin Active,50
CLI-004048,2026-06-10,Virgin Active,600
CLI-000586,2026-06-12,Engen,250
CLI-001896,2025-08-11,Virgin Active,50
CLI-000519,2026-01-20,Virgin Active,100
CLI-000070,2024-08-03,Woolworths,600
CLI-004471,2026-01-17,British Airways,100
CLI-004108,2025-02-18,HBO Max,600
CLI-005814,2025-08-03,Takealot,400
CLI-005865,2025-10-26,HBO Max,400
CLI-000121,2026-05-30,HBO Max,150
CLI-004790,2025-10-14,Virgin Active,100
CLI-004144,2026-01-03,British Airways,150
CLI-001836,2024-11-23,HBO Max,100
CLI-002297,2025-08-04,HBO Max,50
CLI-003272,2025-09-24,Virgin Active,600
CLI-005186,2025-01-25,Woolworths,400
CLI-002265,2026-02-03,Woolworths,50
CLI-000372,2026-01-28,Woolworths,50
CLI-005749,2026-03-05,Virgin Active,150
CLI-006123,2025-06-14,Takealot,600
CLI-004564,2026-03-05,Engen,400
CLI-004403,2025-11-19,Engen,150
CLI-005599,2025-08-23,Engen,150
CLI-005586,2024-09-15,Woolworths,150
CLI-004144,2026-02-16,Takealot,400
CLI-002310,2026-02-08,HBO Max,100
CLI-002827,2024-09-06,Takealot,250
CLI-000489,2025-03-26,British Airways,50
CLI-004960,2026-04-10,Virgin Active,400
CLI-001798,2026-05-05,Virgin Active,400
CLI-003807,2025-02-09,HBO Max,250
CLI-006142,2024-07-01,Virgin Active,400
CLI-005234,2024-11-05,Takealot,600
CLI-002415,2026-03-30,Takealot,100
CLI-001579,2024-09-02,Takealot,50
CLI-002198,2025-12-31,Engen,250
CLI-005494,2025-07-25,HBO Max,150
CLI-005783,2026-04-22,HBO Max,50
CLI-001398,2025-03-10,HBO Max,150
CLI-004178,2024-09-19,Virgin Active,400
CLI-002508,2024-09-19,HBO Max,400
CLI-004089,2024-12-03,Virgin Active,400
CLI-001326,2026-02-26,HBO Max,150
CLI-001657,2026-03-01,Virgin Active,600
CLI-002584,2025-12-03,British Airways,100
CLI-004148,2024-12-03,Virgin Active,400
CLI-001774,2026-03-01,Engen,600
CLI-002418,2025-08-02,Woolworths,100
CLI-004383,2025-08-18,Woolworths,50
CLI-000732,2026-06-15,Engen,100
CLI-002608,2024-08-25,Woolworths,50
CLI-001287,2024-06-27,Woolworths,600
CLI-000751,2024-07-06,British Airways,100
CLI-001654,2025-04-08,Takealot,50
CLI-002966,2024-07-17,Takealot,250
CLI-001196,2025-06-16,Engen,50
CLI-005836,2025-04-12,Woolworths,400
CLI-004397,2025-01-19,Virgin Active,250
CLI-002182,2025-05-09,Takealot,50
CLI-000832,2024-10-23,Woolworths,150
CLI-000537,2024-10-12,Virgin Active,600
CLI-003246,2025-10-24,British Airways,250
CLI-001488,2024-09-09,British Airways,250
CLI-004313,2025-02-13,Woolworths,150
CLI-001422,2025-10-30,HBO Max,50
CLI-000711,2026-04-21,Takealot,250
CLI-000136,2024-10-23,Engen,400
CLI-005778,2025-06-20,Virgin Active,100
CLI-005231,2025-11-10,Takealot,250
CLI-005525,2026-04-03,Woolworths,100
CLI-004626,2024-12-04,Woolworths,50
CLI-000001,2025-04-27,Takealot,250
CLI-002243,2024-07-20,Engen,600
CLI-004100,2025-08-13,British Airways,600
CLI-000124,2025-11-22,Virgin Active,100
CLI-000301,2025-03-29,Woolworths,600
CLI-000449,2025-05-19,Woolworths,250
CLI-002454,2024-10-14,Woolworths,600
CLI-006036,2026-05-20,Virgin Active,150
CLI-003009,2025-03-13,Takealot,600
CLI-005941,2026-06-10,Virgin Active,50
CLI-005624,2026-04-15,Virgin Active,50
CLI-005208,2024-12-10,Takealot,250
CLI-003530,2024-08-18,British Airways,50
CLI-000454,2025-03-08,HBO Max,250
CLI-003930,2025-12-21,Virgin Active,100
CLI-004382,2024-10-23,Takealot,50
CLI-004566,2025-09-23,HBO Max,150
CLI-001847,2026-02-08,HBO Max,100
CLI-003502,2026-02-23,Engen,100
CLI-005818,2025-02-25,Woolworths,100
CLI-004151,2025-12-30,Engen,100
CLI-003171,2025-02-22,Virgin Active,400
CLI-003766,2025-08-26,HBO Max,250
CLI-001804,2024-12-19,British Airways,50
CLI-000461,2025-12-04,HBO Max,600
CLI-005139,2025-10-15,Woolworths,150
CLI-001423,2024-11-11,Engen,600
CLI-002204,2026-01-29,Engen,100
CLI-004410,2025-03-31,Woolworths,100
CLI-000344,2025-09-09,HBO Max,100
CLI-001633,2025-09-25,HBO Max,50
CLI-004995,2024-08-15,Woolworths,600
CLI-004182,2025-06-23,Virgin Active,600
CLI-003372,2024-07-29,Virgin Active,600
CLI-003854,2025-07-10,HBO Max,600
CLI-006070,2025-11-17,Engen,400
CLI-004619,2024-09-10,Engen,100
CLI-006056,2024-12-21,British Airways,250
CLI-000272,2025-04-30,Virgin Active,600
CLI-002283,2024-10-25,Engen,400
CLI-005142,2025-03-10,HBO Max,100
CLI-003439,2025-04-20,Engen,150
CLI-001233,2025-07-28,HBO Max,250
CLI-001477,2025-09-30,Takealot,50
CLI-005093,2024-07-08,Virgin Active,400
CLI-003698,2024-12-12,Virgin Active,100
CLI-001337,2025-03-18,British Airways,600
CLI-000895,2025-06-17,HBO Max,250
CLI-002906,2025-12-22,Engen,250
CLI-005447,2026-04-22,Engen,250
CLI-003989,2025-05-17,Virgin Active,150
CLI-002139,2024-07-03,Engen,150
CLI-004373,2025-09-05,British Airways,100
CLI-001997,2025-03-18,Virgin Active,100
CLI-006415,2024-08-16,Woolworths,400
CLI-001205,2025-05-14,British Airways,150
CLI-002107,2025-09-12,British Airways,50
CLI-004698,2026-03-24,Woolworths,150
CLI-005680,2025-07-09,British Airways,100
CLI-003406,2025-12-07,Woolworths,250
CLI-003935,2024-07-20,HBO Max,400
CLI-000879,2025-03-23,HBO Max,100
CLI-005497,2026-05-09,Woolworths,150
CLI-005132,2025-12-22,British Airways,400
CLI-005722,2026-02-27,Engen,100
CLI-001072,2025-08-28,Takealot,150
CLI-002243,2025-10-15,British Airways,50
CLI-002279,2024-06-23,British Airways,600
CLI-000863,2026-05-23,Virgin Active,600
CLI-002835,2025-09-18,British Airways,50
CLI-003838,2026-02-01,HBO Max,600
CLI-000740,2026-05-25,Woolworths,400
CLI-001127,2026-01-19,Engen,250
CLI-002821,2024-08-02,Engen,100
CLI-003347,2026-03-21,HBO Max,150
CLI-003121,2025-01-13,Virgin Active,400
CLI-002048,2024-09-23,Woolworths,150
CLI-002773,2025-11-08,Woolworths,250
CLI-005044,2025-05-31,Engen,250
CLI-003829,2026-05-18,Engen,100
CLI-006332,2025-12-20,Woolworths,600
CLI-000613,2025-01-17,HBO Max,600
CLI-005243,2024-09-12,Takealot,50
CLI-002948,2025-02-06,HBO Max,50
CLI-000526,2025-12-05,Engen,150
CLI-001077,2024-10-23,British Airways,400
CLI-004703,2026-05-25,Engen,250
CLI-000582,2024-10-18,British Airways,150
CLI-005477,2024-12-31,British Airways,100
CLI-001820,2025-12-18,Virgin Active,250
CLI-000095,2025-05-22,British Airways,50
CLI-003326,2024-12-22,Virgin Active,50
CLI-001667,2025-02-22,Woolworths,100
CLI-002854,2025-01-24,Virgin Active,100
CLI-000567,2026-03-31,Takealot,50
CLI-000058,2024-08-07,Virgin Active,100
CLI-003906,2024-07-12,Virgin Active,250
CLI-000334,2025-04-20,Engen,50
CLI-000555,2026-04-04,Takealot,600
CLI-001592,2024-12-19,Virgin Active,400
CLI-003219,2026-05-20,HBO Max,50
CLI-000190,2026-04-28,Woolworths,250
CLI-002024,2025-05-28,Takealot,250
CLI-004542,2024-12-25,HBO Max,250
CLI-002240,2024-12-21,Engen,250
CLI-003007,2024-08-15,British Airways,600
CLI-002929,2024-08-29,Takealot,150
CLI-005709,2024-09-30,Takealot,400
CLI-003955,2025-10-09,HBO Max,50
CLI-005471,2024-07-19,British Airways,250
CLI-002078,2025-02-22,Woolworths,50
CLI-000290,2024-08-06,Engen,100
CLI-002947,2025-06-04,British Airways,150
CLI-005111,2026-04-04,British Airways,50
CLI-005179,2025-10-08,Woolworths,100
CLI-000683,2026-03-08,Virgin Active,100
CLI-005249,2024-12-03,British Airways,100
CLI-001275,2026-06-08,HBO Max,400
CLI-001269,2026-05-11,HBO Max,600
CLI-003248,2025-01-17,HBO Max,50
CLI-005983,2024-08-11,HBO Max,150
CLI-004103,2025-01-14,Virgin Active,400
CLI-004683,2025-01-27,Woolworths,100
CLI-000825,2024-09-14,Woolworths,250
CLI-004409,2026-02-14,British Airways,50
CLI-006182,2026-01-25,Engen,250
CLI-001786,2026-01-03,Takealot,100
CLI-004634,2024-06-27,Virgin Active,50
CLI-002099,2026-01-29,Woolworths,50
CLI-001714,2024-11-15,HBO Max,400
CLI-002890,2025-03-29,Virgin Active,150
CLI-001176,2025-06-02,Engen,250
CLI-002693,2025-03-14,British Airways,250
CLI-002094,2025-10-17,British Airways,250
CLI-006281,2024-10-23,Virgin Active,150
CLI-000870,2026-04-23,Virgin Active,100
CLI-004908,2025-08-30,HBO Max,250
CLI-001050,2024-08-02,HBO Max,400
CLI-001552,2025-04-07,British Airways,100
CLI-001573,2026-02-05,Virgin Active,100
CLI-003238,2025-05-04,Engen,50
CLI-002459,2026-03-06,Virgin Active,600
CLI-000313,2025-03-28,British Airways,150
CLI-006076,2024-11-10,British Airways,50
CLI-000397,2024-08-28,Woolworths,600
CLI-004533,2026-04-17,British Airways,150
CLI-000630,2025-08-21,Virgin Active,100
CLI-001009,2024-08-25,Takealot,250
CLI-005619,2025-07-14,HBO Max,100
CLI-003341,2025-08-17,Takealot,250
CLI-006101,2025-12-07,Woolworths,400
CLI-001532,2025-04-14,HBO Max,100
CLI-005400,2024-07-06,Engen,50
CLI-005200,2024-08-03,HBO Max,600
CLI-000164,2024-07-21,Woolworths,100
CLI-004851,2025-02-06,Virgin Active,400
CLI-004409,2025-07-03,HBO Max,250
CLI-001677,2025-09-08,HBO Max,250
CLI-001880,2024-12-27,Woolworths,250
CLI-001817,2026-04-27,Engen,100
CLI-005586,2025-10-25,HBO Max,400
CLI-000605,2024-10-20,HBO Max,250
CLI-000416,2025-01-03,British Airways,600
CLI-004980,2025-02-04,Engen,250
CLI-004149,2025-09-14,Virgin Active,100
CLI-000343,2025-02-13,HBO Max,150
CLI-006275,2025-04-07,Woolworths,600
CLI-003583,2026-01-02,British Airways,150
CLI-003342,2024-11-07,British Airways,100
CLI-002100,2024-06-28,Takealot,150
CLI-004267,2024-11-17,Engen,250
CLI-003430,2025-09-03,Takealot,50
CLI-003011,2026-01-28,Virgin Active,600
CLI-004282,2024-12-30,Woolworths,100
CLI-000694,2026-01-09,British Airways,250
CLI-005171,2024-08-17,HBO Max,400
CLI-001344,2024-07-14,Takealot,600
CLI-006216,2026-01-20,Takealot,50
CLI-003518,2024-12-26,British Airways,50
CLI-005740,2026-05-21,British Airways,400
CLI-000363,2025-09-15,Virgin Active,50
CLI-002996,2025-03-24,Takealot,250
CLI-001154,2024-07-27,Woolworths,150
CLI-000043,2026-05-23,Virgin Active,400
CLI-004701,2025-06-14,HBO Max,50
CLI-002247,2025-12-22,Virgin Active,150
CLI-001595,2026-01-21,HBO Max,100
CLI-005063,2025-09-24,Virgin Active,600
CLI-004402,2025-05-22,Woolworths,250
CLI-006418,2026-05-05,Engen,50
CLI-002278,2025-12-12,British Airways,250
CLI-005901,2025-01-29,Engen,100
CLI-003562,2025-04-21,Engen,250
CLI-004428,2024-09-14,Takealot,250
CLI-002528,2026-03-21,Takealot,600
CLI-002851,2025-06-20,Takealot,100
CLI-004752,2025-03-09,Engen,150
CLI-002678,2024-06-25,Engen,100
CLI-001642,2025-07-23,Engen,250
CLI-001924,2025-02-06,Woolworths,100
CLI-005166,2024-11-05,Woolworths,100
CLI-004607,2026-03-15,British Airways,600
CLI-006416,2026-04-10,Woolworths,400
CLI-004367,2025-10-27,Virgin Active,150
CLI-005077,2025-02-20,British Airways,250
CLI-000770,2026-01-18,Woolworths,50
CLI-005614,2026-02-28,Woolworths,100
CLI-006167,2026-06-04,Takealot,150
CLI-001431,2025-03-04,HBO Max,600
CLI-005913,2025-03-11,British Airways,250
CLI-000565,2025-06-18,Takealot,400
CLI-004616,2025-08-22,HBO Max,50
CLI-001395,2025-11-21,Virgin Active,250
CLI-005489,2025-01-14,Engen,400
CLI-006078,2024-09-20,Woolworths,50
CLI-006090,2025-11-12,Woolworths,100
CLI-002000,2024-06-21,Woolworths,600
CLI-000151,2024-09-06,Woolworths,50
CLI-000822,2026-03-18,Takealot,50
CLI-005139,2026-02-11,Woolworths,50
CLI-000262,2024-12-03,Engen,250
CLI-005523,2024-12-27,British Airways,150
CLI-005058,2025-03-08,HBO Max,100
CLI-002597,2024-08-28,HBO Max,600
CLI-001097,2024-12-27,Virgin Active,250
CLI-001308,2024-09-27,Virgin Active,600
CLI-006298,2025-02-22,Woolworths,150
CLI-005370,2026-02-01,Virgin Active,100
CLI-000504,2026-01-12,Woolworths,250
CLI-005432,2025-03-20,HBO Max,250
CLI-002293,2025-04-16,HBO Max,600
CLI-004305,2024-08-16,Woolworths,100
CLI-004920,2025-02-01,Engen,100
CLI-001394,2026-01-01,HBO Max,400
CLI-004492,2024-10-23,Takealot,150
CLI-003760,2025-12-10,Virgin Active,150
CLI-005460,2026-06-05,HBO Max,250
CLI-004896,2025-09-09,Woolworths,50
CLI-004497,2025-11-27,British Airways,400
CLI-003916,2025-04-14,Virgin Active,50
CLI-004829,2026-03-09,HBO Max,150
CLI-006404,2024-12-18,HBO Max,50
CLI-005670,2025-05-03,Takealot,400
CLI-003811,2024-08-22,Woolworths,150
CLI-004802,2025-06-09,British Airways,100
CLI-004020,2024-09-04,Takealot,250
CLI-003881,2025-09-07,Woolworths,600
CLI-001353,2024-06-28,HBO Max,50
CLI-001345,2025-10-03,HBO Max,400
CLI-004684,2026-06-02,HBO Max,150
CLI-001581,2024-09-23,Woolworths,250
CLI-000561,2024-08-27,HBO Max,50
CLI-000704,2025-05-19,Woolworths,400
CLI-001532,2026-04-08,British Airways,150
CLI-004446,2025-10-23,British Airways,100
CLI-000707,2025-10-24,Woolworths,50
CLI-001623,2024-12-08,Takealot,250
CLI-004641,2025-08-26,Woolworths,400
CLI-003026,2024-11-02,HBO Max,400
CLI-000790,2025-11-09,British Airways,50
CLI-004254,2026-01-07,Engen,150
CLI-004125,2025-03-12,British Airways,600
CLI-004628,2025-01-07,British Airways,400
CLI-002847,2024-09-29,Virgin Active,250
CLI-002753,2026-05-20,Engen,600
CLI-003378,2025-07-30,British Airways,50
CLI-005334,2024-11-09,Takealot,250
CLI-004810,2024-10-13,British Airways,50
CLI-000750,2026-06-10,Engen,250
CLI-005718,2025-05-12,Woolworths,600
CLI-001772,2025-04-07,HBO Max,150
CLI-006048,2025-09-02,HBO Max,150
CLI-003499,2024-09-16,British Airways,100
CLI-000317,2025-12-11,Takealot,250
CLI-001181,2026-05-01,Takealot,400
CLI-005872,2026-03-29,Woolworths,250
CLI-003374,2026-06-08,HBO Max,600
CLI-003670,2025-07-22,Takealot,400
CLI-004698,2025-12-08,HBO Max,250
CLI-005662,2024-10-09,British Airways,400
CLI-002216,2026-04-25,Engen,100
CLI-001389,2025-10-23,Virgin Active,50
CLI-002108,2024-06-29,Woolworths,400
CLI-002424,2026-03-24,Woolworths,50
CLI-004570,2025-02-02,Engen,100
CLI-001267,2024-10-24,Virgin Active,600
CLI-006345,2026-02-15,Woolworths,400
CLI-006098,2024-12-06,HBO Max,50
CLI-001449,2025-01-06,British Airways,100
CLI-006238,2025-02-18,Woolworths,50
CLI-004935,2024-09-02,Woolworths,50
CLI-005613,2025-12-13,Takealot,150
CLI-003213,2026-02-27,HBO Max,150
CLI-000489,2024-08-15,Woolworths,600
CLI-004664,2024-11-20,Takealot,250
CLI-004016,2025-05-26,HBO Max,50
CLI-005145,2026-02-17,Takealot,600
CLI-002813,2025-10-17,British Airways,400
CLI-003829,2025-08-01,HBO Max,100
CLI-006070,2025-12-17,British Airways,50
CLI-005116,2024-12-11,Takealot,50
CLI-002300,2026-04-09,British Airways,100
CLI-002076,2024-11-18,Takealot,250
CLI-004825,2025-04-19,HBO Max,250
CLI-002831,2026-03-02,Woolworths,400
CLI-005156,2025-03-05,Virgin Active,250
CLI-000334,2026-02-18,HBO Max,100
CLI-005936,2026-03-17,Virgin Active,250
CLI-001206,2025-02-20,Takealot,100
CLI-000427,2024-08-01,HBO Max,400
CLI-005299,2024-07-26,Engen,150
CLI-000426,2025-03-21,Woolworths,250
CLI-005814,2024-08-03,British Airways,150
CLI-006118,2025-11-15,Takealot,100
CLI-004117,2025-12-13,British Airways,100
CLI-000810,2024-11-18,British Airways,150
CLI-004827,2025-03-02,Takealot,400
CLI-004059,2025-06-22,British Airways,600
CLI-005205,2025-01-03,Engen,250
CLI-001425,2024-10-05,Engen,600
CLI-001749,2024-10-18,Takealot,50
CLI-001595,2025-08-01,Virgin Active,250
CLI-004309,2026-05-15,Woolworths,100
CLI-002678,2025-02-25,Woolworths,50
CLI-005710,2026-02-27,Engen,50
CLI-005767,2024-12-01,British Airways,100
CLI-005520,2025-08-31,Takealot,600
CLI-005181,2025-02-01,Engen,100
CLI-002760,2026-05-22,Virgin Active,250
CLI-002132,2025-04-11,Woolworths,400
CLI-005940,2025-08-18,British Airways,100
CLI-000521,2024-08-10,HBO Max,100
CLI-002852,2025-07-16,British Airways,400
CLI-006099,2024-10-05,Engen,100
CLI-001744,2024-07-17,HBO Max,400
CLI-005352,2025-12-24,British Airways,100
CLI-003251,2025-03-10,British Airways,50
CLI-004307,2024-08-08,HBO Max,250
CLI-001820,2024-09-02,Virgin Active,600
CLI-005118,2025-09-12,Woolworths,150
CLI-000996,2024-12-24,Virgin Active,50
CLI-000766,2026-05-27,Woolworths,250
CLI-005837,2024-12-14,HBO Max,150
CLI-000189,2025-03-25,Virgin Active,250
CLI-005132,2025-02-09,Takealot,250
CLI-005493,2026-02-07,HBO Max,100
CLI-003934,2024-09-26,British Airways,50
CLI-004113,2024-09-23,British Airways,400
CLI-000129,2025-09-16,Engen,600
CLI-005026,2024-12-17,Takealot,50
CLI-000153,2026-02-28,HBO Max,150
CLI-003501,2026-02-26,Woolworths,100
CLI-004102,2025-04-14,British Airways,50
CLI-005174,2025-07-25,Virgin Active,250
CLI-000048,2025-05-09,Virgin Active,50
CLI-004676,2024-07-07,British Airways,100
CLI-001081,2026-02-27,Woolworths,600
CLI-001594,2024-07-09,Takealot,150
CLI-003709,2024-10-08,Engen,600
CLI-003014,2026-06-05,Woolworths,400
CLI-002494,2025-07-27,Engen,400
CLI-000492,2024-07-24,British Airways,250
CLI-004921,2025-09-28,Virgin Active,100
CLI-004576,2025-01-08,Virgin Active,400
CLI-002782,2025-11-13,Takealot,600
CLI-003004,2025-07-04,HBO Max,100
CLI-004928,2025-05-29,HBO Max,400
CLI-001586,2024-07-06,Engen,150
CLI-005557,2026-03-21,Takealot,100
CLI-001066,2024-09-28,Takealot,600
CLI-001289,2024-11-22,British Airways,50
CLI-000942,2025-01-27,Virgin Active,400
CLI-005870,2024-12-10,HBO Max,150
CLI-003441,2026-04-18,Virgin Active,600
CLI-005242,2025-03-18,Takealot,50
CLI-004956,2025-03-23,Engen,250
CLI-003324,2025-06-27,HBO Max,100
CLI-001100,2026-03-04,Woolworths,50
CLI-001520,2025-09-20,Takealot,400
CLI-005928,2025-07-29,HBO Max,250
CLI-003570,2025-01-06,Virgin Active,250
CLI-005534,2026-04-07,Woolworths,400
CLI-000951,2025-09-06,Virgin Active,250
CLI-003074,2025-06-12,Woolworths,100
CLI-003590,2026-06-17,Engen,100
CLI-000043,2026-02-08,Engen,50
CLI-004111,2026-04-07,Takealot,150
CLI-005868,2024-07-21,Takealot,400
CLI-004798,2024-12-01,Virgin Active,50
CLI-004160,2025-06-06,Woolworths,400
CLI-005725,2025-12-14,Engen,150
CLI-000026,2024-09-15,Engen,600
CLI-002332,2025-10-22,Takealot,400
CLI-002822,2024-08-14,Takealot,150
CLI-002194,2025-06-17,Woolworths,600
CLI-005908,2025-02-25,Engen,400
CLI-001034,2026-05-22,British Airways,100
CLI-003601,2026-01-04,British Airways,150
CLI-005044,2024-07-29,Virgin Active,600
CLI-001108,2025-10-01,British Airways,400
CLI-001824,2024-11-21,HBO Max,50
CLI-004925,2026-06-09,HBO Max,400
CLI-003664,2024-08-18,British Airways,150
CLI-003511,2025-09-02,HBO Max,400
CLI-006088,2024-08-01,Takealot,600
CLI-002600,2026-05-11,British Airways,50
CLI-004321,2025-10-24,Virgin Active,50
CLI-003103,2025-08-11,Engen,250
CLI-004648,2024-07-07,Takealot,150
CLI-003044,2025-09-30,Engen,150
CLI-001906,2025-08-02,Takealot,100
CLI-003494,2024-07-31,Woolworths,400
CLI-004265,2025-09-06,HBO Max,150
CLI-001047,2024-10-16,Takealot,600
CLI-003845,2025-01-23,Takealot,150
CLI-004573,2025-06-05,HBO Max,400
CLI-001347,2024-06-30,Takealot,50
CLI-006356,2024-09-09,Engen,50
CLI-006355,2025-09-11,Engen,250
